edge_id,u,v,lat,lng,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count,zone,source_area,destination_area,road_name,road_type,highway_type,zone_type,static_component,graph_component
EDGE_23105_67847,23105,67847,12.868022,77.58362,,30.0,0.0,0.0,0.0074074073,0.0,0.072164945,0.6615864,0.0022222223,0.1968889,0.43263993,0.015692884,0.054965418,0.67520803,0.1625,0.81084013,0.6217069,0.27183843,0.17877492,0.15956251,0.44007856,0.041198503,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.23965138615177087,-1.2394585999770108e-06
EDGE_23106_67848,23106,67848,12.86773,77.583595,,30.0,0.0,0.0,0.014814815,0.0,0.072164945,0.65234643,0.0044444446,0.19777778,0.42628938,0.017902622,0.09622522,0.6771132,0.1625,0.83551615,0.62299204,0.26951545,0.18062678,0.10199858,0.4144604,0.037453182,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.237791220427233,-1.2394585999770108e-06
EDGE_23107_67849,23107,67849,12.867414,77.58253,,30.0,0.0,0.0,0.0074074073,0.0,0.06185567,0.636606,0.0022222223,0.1968889,0.46128678,0.012322097,0.10382535,0.66661394,0.1625,0.8688759,0.6390063,0.23862046,0.17877492,0.19007094,0.45228195,0.029962547,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.26625357398369165,-1.2394585999770108e-06
EDGE_23108_67850,23108,67850,12.866803,77.58017,,30.0,0.0,0.07692308,0.0074074073,0.0,0.06185567,0.6146916,0.0022222223,0.1968889,0.4060676,0.011198502,0.07314659,0.6524105,0.22173077,0.7778536,0.60878724,0.47912842,0.19800569,0.16213198,0.44110635,0.026217228,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2231768563036768,-1.2394585999770108e-06
EDGE_23109_67851,23109,67851,12.86887,77.5825,,30.0,0.0,0.0,0.0074074073,0.0,0.05154639,0.6815401,0.0022222223,0.1968889,0.46765283,0.015692884,0.17659995,0.66470414,0.1625,0.86928046,0.6409768,0.30544558,0.17877492,0.18580721,0.45057645,0.041198503,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,6th Cross Road,residential,residential,Residential Hub,0.2763500381042821,-1.2394585999770108e-06
EDGE_23110_67852,23110,67852,12.869398,77.581406,,30.0,0.0,0.07692308,0.0,0.0,0.05154639,0.6956683,0.0,0.196,0.41942456,0.011235955,0.13984913,0.6484034,0.22173077,0.8105266,0.6182064,0.1,0.19615385,0.17852017,0.45025423,0.037453182,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.24694260173578103,-1.2394585999770108e-06
EDGE_23111_67853,23111,67853,12.869201,77.58092,,30.0,0.0,0.0,0.0,0.0,0.05154639,0.68656206,0.0,0.196,0.36579672,0.010112359,0.14870828,0.695261,0.1625,0.8552147,0.6088212,0.10845904,0.17692308,0.17567927,0.44911787,0.033707865,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.23765036260574418,-1.2394585999770108e-06
EDGE_23112_67854,23112,67854,12.8708315,77.577995,,30.0,0.0,0.07692308,0.037037037,0.0,0.030927835,0.5842509,0.011111111,0.20044445,0.44342694,0.033520598,0.14244759,0.6412027,0.22173077,0.77654904,0.6177549,0.10051925,0.2054131,0.19422396,0.44357276,0.056179777,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2395692094550823,-1.2394585999770108e-06
EDGE_23113_67855,23113,67855,12.86783,77.59926,,30.0,0.0,0.0,0.0,0.0,0.06185567,0.6434328,0.0,0.196,0.4679995,0.0,0.071883984,0.66460013,0.1625,0.80504966,0.6319573,0.28291237,0.17692308,0.20041706,0.459013,0.0,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2563751204252323,-1.2394585999770108e-06
EDGE_23114_67856,23114,67856,12.867539,77.59955,,30.0,0.0,0.0,0.0,0.0,0.06185567,0.6565086,0.0,0.196,0.4115958,0.0011235955,0.07156537,0.68152124,0.1625,0.84278524,0.62069654,0.25337285,0.17692308,0.17265882,0.44790968,0.0037453184,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.24279552797920947,-1.2394585999770108e-06
EDGE_23115_67857,23115,67857,12.864712,77.59889,,30.0,0.0,0.0,0.0,0.0,0.05154639,0.7156473,0.0,0.196,0.45328203,0.002247191,0.15295316,0.6690154,0.1625,0.81944084,0.6297007,0.18147433,0.17692308,0.16543198,0.44501895,0.007490637,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.26136976540409906,-1.2394585999770108e-06
EDGE_23116_67858,23116,67858,12.864897,77.59924,,30.0,0.0,0.07692308,0.0,0.0,0.05154639,0.71573603,0.0,0.196,0.430489,0.004494382,0.08536869,0.6450841,0.22173077,0.83017826,0.62447345,0.1,0.19615385,0.11091119,0.42321062,0.014981274,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.24484329736410024,-1.2394585999770108e-06
EDGE_23117_67859,23117,67859,12.864357,77.59916,,30.0,0.0,0.0,0.0074074073,0.0,0.05154639,0.72691035,0.0022222223,0.1968889,0.42652038,0.007827715,0.13131367,0.67704386,0.1625,0.8704673,0.6288151,0.1,0.17877492,0.2051023,0.45829448,0.014981274,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2655366383963154,-1.2394585999770108e-06
EDGE_23118_67860,23118,67860,12.864181,77.59938,,30.0,0.0,0.0,0.0074074073,0.0,0.05154639,0.73337,0.0022222223,0.1968889,0.47385213,0.008951311,0.08817476,0.66284436,0.1625,0.83302516,0.6373983,0.14297284,0.17877492,0.10870812,0.4197368,0.018726591,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2603114747886975,-1.2394585999770108e-06
EDGE_23119_67861,23119,67861,12.865021,77.598206,,30.0,0.0,0.0,0.0,0.0,0.05154639,0.699928,0.0,0.196,0.47553447,0.0011235955,0.09370011,0.6623397,0.1625,0.8343758,0.6386167,0.17699009,0.17692308,0.1415165,0.43545276,0.0037453184,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2637289422381694,-1.2394585999770108e-06
EDGE_23120_67862,23120,67862,12.860019,77.59813,,30.0,0.0,0.0,0.014814815,0.0,0.041237112,0.7899711,0.0044444446,0.19777778,0.40369013,0.011161049,0.11662124,0.68389297,0.1625,0.79425967,0.6100238,0.7918757,0.18062678,0.15451276,0.43546608,0.014981274,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.24023695551754548,-1.2394585999770108e-06
EDGE_23121_67863,23121,67863,12.870715,77.597946,,30.0,0.0,0.07692308,0.0,0.0,0.041237112,0.52741,0.0,0.196,0.41041693,0.0011235955,0.083830364,0.6511057,0.22173077,0.76387846,0.60850686,0.31923485,0.19615385,0.08560885,0.4130897,0.0037453184,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.20932793991877036,-1.2394585999770108e-06
EDGE_23122_67864,23122,67864,12.870084,77.59786,,30.0,0.0,0.07692308,0.0,0.0,0.05154639,0.54564375,0.0,0.196,0.4781938,0.0,0.049093917,0.63077265,0.22173077,0.8399278,0.6402473,0.1,0.19615385,0.08921916,0.41453382,0.0,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2459184622277097,-1.2394585999770108e-06
EDGE_23123_67865,23123,67865,12.870466,77.59724,,30.0,0.0,0.0,0.0,0.0,0.041237112,0.51612854,0.0,0.196,0.40704116,0.0011235955,0.12200054,0.6828877,0.1625,0.849268,0.62030256,0.11008837,0.17692308,0.114300944,0.42456654,0.0037453184,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2301938744531556,-1.2394585999770108e-06
EDGE_23124_67866,23124,67866,12.870334,77.596924,,30.0,0.0,0.07692308,0.0,0.0,0.05154639,0.51280004,0.0,0.196,0.41334718,0.0011235955,0.1938235,0.6502266,0.22173077,0.77505136,0.6110619,0.1,0.19615385,0.17609715,0.449285,0.0037453184,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.22936032975408305,-1.2394585999770108e-06
EDGE_23125_67867,23125,67867,12.87096,77.5976,,30.0,0.0,0.15384616,0.0,0.0,0.030927835,0.50925475,0.0,0.196,0.43799114,0.0011235955,0.1405401,0.6120642,0.28096154,0.7316443,0.61194396,0.22492985,0.21538462,0.16840206,0.446207,0.0037453184,0.7,3,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.22449234814394228,-1.2394585999770108e-06
EDGE_67868_67869,67868,67869,12.871155,77.597305,,30.0,0.0,0.15384616,0.0,0.0,0.041237112,0.49362424,0.0,0.196,0.4256924,0.0011235955,0.08354405,0.6157538,0.28096154,0.710655,0.605106,0.31329077,0.21538462,0.12298252,0.42803916,0.0037453184,0.7,3,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.20575041345387823,-1.2394585999770108e-06
EDGE_23127_67870,23127,67870,12.870699,77.59827,,30.0,0.0,0.07692308,0.0,0.0,0.041237112,0.5372091,0.0,0.196,0.4288398,0.0,0.10012201,0.6455788,0.22173077,0.7770732,0.61601293,0.36609966,0.19615385,0.2189342,0.46641982,0.0,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,3rd Cross Road,residential,residential,Residential Hub,0.23496228101673275,-1.2394585999770108e-06
EDGE_23128_67871,23128,67871,12.870712,77.59886,,30.0,0.0,0.07692308,0.0,0.0,0.05154639,0.55422795,0.0,0.196,0.43885663,0.0,0.113998294,0.6425738,0.22173077,0.7777477,0.61911917,0.1,0.19615385,0.13214226,0.43170306,0.0,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.23066644397965377,-1.2394585999770108e-06
EDGE_23129_67872,23129,67872,12.87067,77.59867,,30.0,0.0,0.07692308,0.0,0.0,0.041237112,0.5498475,0.0,0.196,0.44013077,0.0,0.12099546,0.6421915,0.22173077,0.8304359,0.62740463,0.1,0.19615385,0.2281944,0.47012392,0.0,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.25268539649189453,-1.2394585999770108e-06
EDGE_23130_67873,23130,67873,12.871476,77.59911,,30.0,0.0,0.0,0.0,0.0,0.05154639,0.54111964,0.0,0.196,0.4581239,0.0,0.09224061,0.66756284,0.1625,0.77051187,0.6238139,0.26742953,0.17692308,0.13691749,0.43361315,0.0,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.23362683198253695,-1.2394585999770108e-06
EDGE_23131_67874,23131,67874,12.871394,77.59799,,30.0,0.0,0.15384616,0.0,0.0,0.030927835,0.5070534,0.0,0.196,0.45324573,0.0011235955,0.15647982,0.6074878,0.28096154,0.6973304,0.61137325,0.11308715,0.21538462,0.11748522,0.42584023,0.0037453184,0.7,3,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2180580814433126,-1.2394585999770108e-06
EDGE_23132_67875,23132,67875,12.85527,77.577705,,30.0,0.0,0.0,0.0,0.0,0.010309278,0.28931162,0.0,0.196,0.4746508,0.002247191,0.123065926,0.66260475,0.1625,0.8239344,0.6367854,0.1,0.17692308,0.04886455,0.39839196,0.007490637,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2249880430845228,-1.2394585999770108e-06
EDGE_23133_67876,23133,67876,12.852793,77.58844,,50.0,0.0,0.15384616,0.0,0.0,0.020618556,0.52279913,0.0,0.35,0.44681722,0.0033707866,0.17078727,0.68441635,0.36846155,0.62811875,0.588263,0.1,0.21538462,0.16680321,0.44556743,0.011235955,0.7,3,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,secondary,secondary,Residential Hub,0.1600151770330082,-1.2394585999770108e-06
EDGE_23134_67877,23134,67877,12.871996,77.597984,,30.0,0.0,0.07692308,0.0,0.0,0.030927835,0.48798487,0.0,0.196,0.5155411,0.0011235955,0.11402649,0.61956847,0.22173077,0.79654163,0.6449436,0.1,0.19615385,0.11319073,0.42412245,0.0037453184,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.25341123010608324,-1.2394585999770108e-06
EDGE_23135_67878,23135,67878,12.871975,77.59716,,50.0,0.0,0.07692308,0.0,0.0,0.041237112,0.45986184,0.0,0.35,0.41428715,0.0011235955,0.1838688,0.72494465,0.30923077,0.6556526,0.58263403,0.25036827,0.19615385,0.089851946,0.41478693,0.0037453184,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,secondary,secondary,Residential Hub,0.1422064707501021,-1.2394585999770108e-06
EDGE_23136_67879,23136,67879,12.860719,77.6,,30.0,0.0,0.0,0.014814815,0.0,0.030927835,0.80479705,0.0044444446,0.19777778,0.52682644,0.012284644,0.13237521,0.6469521,0.1625,0.81132585,0.64952457,0.16660379,0.18062678,0.14861648,0.43310755,0.018726591,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2861596049466651,-1.2394585999770108e-06
EDGE_23137_67880,23137,67880,12.87534,77.581764,,30.0,0.03846154,0.115384616,0.0,0.0,0.11340206,0.6173345,0.021153847,0.20292307,0.55215293,0.009140017,0.10388969,0.59320027,0.23134616,0.7883884,0.6501464,0.1,0.21730769,0.23047289,0.4710353,0.011235955,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2814531960457865,-1.2394585999770108e-06
EDGE_23138_67881,23138,67881,12.8750515,77.58144,,30.0,0.0,0.15384616,0.0,0.0,0.11340206,0.6295491,0.0,0.196,0.48450816,0.0033707866,0.11137627,0.59810907,0.28096154,0.7335712,0.6261881,0.19834052,0.21538462,0.17913046,0.45049834,0.011235955,0.7,3,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2460811324688557,-1.2394585999770108e-06
EDGE_67882_67883,67882,67883,12.870485,77.58731,,30.0,0.0,0.07692308,0.044444446,0.0,0.06185567,0.51801175,0.013333334,0.20133333,0.44379902,0.03235955,0.10141496,0.64109105,0.22173077,0.76903546,0.61622834,0.2853325,0.20726496,0.07135884,0.39183414,0.041198503,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,6th Main Road,residential,residential,Residential Hub,0.21592512670839123,-1.2394585999770108e-06
EDGE_23140_67884,23140,67884,12.870513,77.58695,,30.0,0.0,0.0,0.044444446,0.0,0.06185567,0.5268532,0.013333334,0.20133333,0.48870865,0.03235955,0.073557936,0.6583874,0.1625,0.76674145,0.62935716,0.23754358,0.18803419,0.0919285,0.400062,0.041198503,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,7th Main Road,residential,residential,Residential Hub,0.2312562684033295,-1.2394585999770108e-06
EDGE_23141_67885,23141,67885,12.876251,77.57814,,30.0,0.0,0.07692308,0.022222223,0.0,0.10309278,0.62802565,0.006666667,0.19866666,0.49884918,0.018988764,0.009251422,0.62457603,0.22173077,0.7771505,0.635494,0.1,0.2017094,0.123522915,0.42047754,0.029962547,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2438403995063176,-1.2394585999770108e-06
EDGE_23142_67886,23142,67886,12.862011,77.58824,,30.0,0.0,0.0,0.0,0.0,0.06185567,0.55496085,0.0,0.196,0.41223866,0.002247191,0.09222726,0.6813284,0.1625,0.8434948,0.6209958,0.14264661,0.17692308,0.103064254,0.42007187,0.007490637,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.22961420225059376,-1.2394585999770108e-06
EDGE_23143_67887,23143,67887,12.861165,77.590195,,30.0,0.0,0.07692308,0.02962963,0.0,0.072164945,0.59951526,0.008888889,0.19955556,0.48187137,0.025692884,0.055292618,0.62966937,0.22173077,0.78153294,0.6305469,0.1,0.20356125,0.22022668,0.45656645,0.041198503,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2510729678884532,-1.2394585999770108e-06
EDGE_23144_67888,23144,67888,12.868659,77.58585,,30.0,0.0,0.0,0.022222223,0.0,0.06185567,0.6111111,0.006666667,0.19866666,0.4408122,0.023483146,0.08887633,0.6727563,0.1625,0.7880097,0.61971176,0.108510256,0.18247864,0.17862543,0.44251856,0.04494382,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.23790669263587086,-1.2394585999770108e-06
EDGE_23145_67889,23145,67889,12.854195,77.59402,,30.0,0.0,0.07692308,0.0,0.0,0.020618556,0.6916529,0.0,0.196,0.41726422,0.002247191,0.15474258,0.6490515,0.22173077,0.74360174,0.6075195,0.88222265,0.19615385,0.12713273,0.42969924,0.007490637,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.22924401082100665,-1.2394585999770108e-06
EDGE_23146_67890,23146,67890,12.872008,77.584465,,30.0,0.0,0.0,0.022222223,0.0,0.05154639,0.56394464,0.006666667,0.19866666,0.46295807,0.02235955,0.10596784,0.6661126,0.1625,0.86337197,0.6376599,0.121674605,0.18247864,0.14759617,0.43010685,0.041198503,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.25486476116749973,-1.2394585999770108e-06
EDGE_23147_67891,23147,67891,12.872143,77.58397,,30.0,0.0,0.0,0.022222223,0.0,0.05154639,0.5778659,0.006666667,0.19866666,0.45356175,0.02235955,0.16875176,0.6689315,0.1625,0.88429105,0.63797885,0.1,0.18247864,0.10399347,0.41266575,0.041198503,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2564802628267223,-1.2394585999770108e-06
EDGE_23148_67892,23148,67892,12.8718195,77.58406,,30.0,0.0,0.07692308,0.022222223,0.0,0.05154639,0.5811872,0.006666667,0.19866666,0.39626712,0.02235955,0.10276697,0.6553506,0.22173077,0.802967,0.60859185,0.1,0.2017094,0.12446092,0.42085275,0.041198503,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.21921974889261606,-1.2394585999770108e-06
EDGE_67893_67894,67893,67894,12.871225,77.58415,,30.0,0.0,0.07692308,0.022222223,0.0,0.05154639,0.59066594,0.006666667,0.19866666,0.50614077,0.02235955,0.14617333,0.62238854,0.22173077,0.76314634,0.63558084,0.29537544,0.2017094,0.09027457,0.4071782,0.041198503,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2478080638507249,-1.2394585999770108e-06
EDGE_23150_67895,23150,67895,12.871664,77.58376,,30.0,0.0,0.0,0.022222223,0.0,0.05154639,0.593763,0.006666667,0.19866666,0.4576602,0.02235955,0.1154498,0.66770196,0.1625,0.82726103,0.63065386,0.11274804,0.18247864,0.15554154,0.433285,0.041198503,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2496417175190201,-1.2394585999770108e-06
EDGE_23151_67896,23151,67896,12.864208,77.583694,,30.0,0.0,0.0,0.044444446,0.0,0.06185567,0.5239045,0.013333334,0.20133333,0.4833818,0.033483148,0.10667009,0.6599855,0.1625,0.8075867,0.63388586,0.1,0.18803419,0.13047284,0.41547975,0.04494382,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.24398624000618133,-1.2394585999770108e-06
EDGE_23152_67897,23152,67897,12.871981,77.58136,,30.0,0.0,0.0,0.0,0.0,0.05154639,0.6606193,0.0,0.196,0.48722753,0.011235955,0.16328207,0.6588317,0.1625,0.8514374,0.64468384,0.15798914,0.17692308,0.15075065,0.43914643,0.037453182,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.27359683116740524,-1.2394585999770108e-06
EDGE_23153_67898,23153,67898,12.878996,77.5779,,30.0,0.0,0.0,0.05925926,0.0,0.13402061,0.66964626,0.017777778,0.20311111,0.42239153,0.042397004,0.18595348,0.67828256,0.1625,0.87335867,0.6244324,0.12651269,0.19173789,0.20391698,0.4396722,0.052434456,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.25820256464879066,-1.2394585999770108e-06
EDGE_23154_67899,23154,67899,12.876813,77.57963,,30.0,0.0,0.0,0.014814815,0.0,0.11340206,0.6778485,0.0044444446,0.19777778,0.53747505,0.014531835,0.10708194,0.6437575,0.1625,0.86064494,0.66011703,0.1,0.18062678,0.14286135,0.4308055,0.026217228,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2862531675638516,-1.2394585999770108e-06
EDGE_23155_67900,23155,67900,12.877114,77.57974,,30.0,0.0,0.0,0.014814815,0.0,0.11340206,0.67896646,0.0044444446,0.19777778,0.53426564,0.014531835,0.08641039,0.6447203,0.1625,0.8562511,0.6584951,0.15978572,0.18062678,0.0292849,0.38537493,0.026217228,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.27015516867824446,-1.2394585999770108e-06
EDGE_23156_67901,23156,67901,12.870514,77.58145,,30.0,0.0,0.0,0.0,0.0,0.05154639,0.67859584,0.0,0.196,0.41182056,0.013483146,0.11848805,0.6814538,0.1625,0.81541854,0.6166589,0.12500212,0.17692308,0.23833801,0.47418135,0.04494382,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2491527349040161,-1.2394585999770108e-06
EDGE_23157_67902,23157,67902,12.878457,77.58171,,30.0,0.0,0.0,0.0,0.0,0.11340206,0.6215677,0.0,0.196,0.45211124,0.0033707866,0.12980494,0.6693666,0.1625,0.82843804,0.6306991,0.1,0.17692308,0.16191778,0.44361326,0.011235955,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.25277462344168,-1.2394585999770108e-06
EDGE_23158_67903,23158,67903,12.877104,77.57795,,30.0,0.0,0.0,0.022222223,0.0,0.10309278,0.63624895,0.006666667,0.19866666,0.4586122,0.018988764,0.13768534,0.66741633,0.1625,0.82252556,0.6302292,0.1,0.18247864,0.088841066,0.4066048,0.029962547,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.24531340474052096,-1.2394585999770108e-06
EDGE_23159_67904,23159,67904,12.877739,77.57792,,30.0,0.0,0.0,0.022222223,0.0,0.10309278,0.6466037,0.006666667,0.19866666,0.42516547,0.02011236,0.12343543,0.67745036,0.1625,0.86182266,0.6260897,0.1,0.18247864,0.1427247,0.42815825,0.033707865,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.24764124036829507,-1.2394585999770108e-06
EDGE_23160_67905,23160,67905,12.877502,77.57833,,30.0,0.0,0.07692308,0.022222223,0.0,0.11340206,0.6535042,0.006666667,0.19866666,0.43565115,0.02011236,0.0933242,0.64353544,0.22173077,0.77903795,0.6168177,0.1,0.2017094,0.19653237,0.4496813,0.033707865,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.23898210187433788,-1.2394585999770108e-06
EDGE_67906_67907,67906,67907,12.870735,77.5822,,50.0,0.0,0.07692308,0.0,0.0,0.05154639,0.6557632,0.0,0.35,0.54670864,0.016853932,0.18103917,0.68521816,0.30923077,0.719868,0.6319928,0.1,0.19615385,0.13344365,0.43222362,0.056179777,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Amruth Nagar Main Road,secondary,secondary,Residential Hub,0.2160791676820147,-1.2394585999770108e-06
EDGE_23162_67908,23162,67908,12.86955,77.58288,,30.0,0.0,0.0,0.0074074073,0.0,0.05154639,0.65972036,0.0022222223,0.1968889,0.43142825,0.01906367,0.09326926,0.6755715,0.1625,0.8494718,0.62713814,0.2151389,0.17877492,0.14694442,0.43503132,0.052434456,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2482787314447824,-1.2394585999770108e-06
EDGE_23163_67909,23163,67909,12.869105,77.58298,,30.0,0.0,0.0,0.0074074073,0.0,0.05154639,0.6660694,0.0022222223,0.1968889,0.5284306,0.01681648,0.11443084,0.64647084,0.1625,0.81158745,0.6505562,0.1,0.17877492,0.14140531,0.4328157,0.04494382,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2745180280949414,-1.2394585999770108e-06
EDGE_23164_67910,23164,67910,12.869957,77.58307,,30.0,0.0,0.0,0.0074074073,0.0,0.05154639,0.64703596,0.0022222223,0.1968889,0.49974644,0.01906367,0.15449038,0.6550761,0.1625,0.7923788,0.6390696,0.1,0.17877492,0.23214369,0.46911103,0.052434456,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2727823732050061,-1.2394585999770108e-06
EDGE_23165_67911,23165,67911,12.868061,77.578316,,30.0,0.0,0.0,0.0074074073,0.0,0.020618556,0.6173424,0.0022222223,0.1968889,0.46928266,0.013445693,0.088587455,0.6642152,0.1625,0.89649963,0.64554864,0.39093345,0.17877492,0.27246177,0.48523825,0.033707865,0.7,1,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2819166801336139,-1.2394585999770108e-06
EDGE_23166_67912,23166,67912,12.872762,77.5808,,30.0,0.0,0.07692308,0.0,0.0,0.082474224,0.66745394,0.0,0.196,0.50434995,0.010112359,0.11940073,0.62292576,0.22173077,0.7655514,0.6369377,0.15397188,0.19615385,0.19831891,0.45817372,0.033707865,0.7,2,Kalena Agrahara,Kalena Agrahara,Kalena Agrahara,Unnamed Road,residential,residential,Residential Hub,0.2644952128917238,-1.2394585999770108e-06
