intersection_node,from_edge,to_edge,bearing_in,bearing_out,turn_angle,turn_type,turn_penalty
22219,EDGE_22586_67289,EDGE_22219_66887,43.87,44.27,0.4,Straight,0.0
23029,EDGE_22796_67510,EDGE_23029_67765,44.79,44.27,-0.52,Straight,0.0
21703,EDGE_22826_67541,EDGE_21703_66334,44.5,44.27,-0.23,Straight,0.0
23151,EDGE_22847_67563,EDGE_23151_67896,44.73,44.27,-0.46,Straight,0.0
22893,EDGE_22865_67581,EDGE_67612_67613,43.91,44.27,0.36,Straight,0.0
21794,EDGE_22915_67636,EDGE_21794_66428,44.32,44.27,-0.05,Straight,0.0
21578,EDGE_22943_67667,EDGE_21578_66198,44.85,44.27,-0.58,Straight,0.0
23143,EDGE_23069_67809,EDGE_23143_67887,44.09,44.27,0.18,Straight,0.0
22683,EDGE_23086_67828,EDGE_22683_67389,44.26,44.27,0.01,Straight,0.0
22901,EDGE_23179_67926,EDGE_22901_67621,44.41,44.27,-0.14,Straight,0.0
21788,EDGE_23187_67934,EDGE_21788_66422,44.39,44.27,-0.12,Straight,0.0
23149,EDGE_23202_67950,EDGE_67893_67894,44.61,44.27,-0.34,Straight,0.0
22676,EDGE_23246_67997,EDGE_22676_67382,43.87,44.27,0.4,Straight,0.0
18593,EDGE_23490_68267,EDGE_18593_62991,44.67,44.27,-0.4,Straight,0.0
23789,EDGE_68312_68313,EDGE_23789_68588,44.34,44.27,-0.07,Straight,0.0
23389,EDGE_23537_68319,EDGE_23389_68156,44.59,44.27,-0.32,Straight,0.0
19468,EDGE_23554_68338,EDGE_19468_63930,44.26,44.27,0.01,Straight,0.0
19424,EDGE_23555_68339,EDGE_19424_63885,44.23,44.27,0.04,Straight,0.0
18385,EDGE_23717_68513,EDGE_62771_62772,43.98,44.27,0.29,Straight,0.0
18437,EDGE_23881_68686,EDGE_18437_62829,44.83,44.27,-0.56,Straight,0.0
18460,EDGE_23953_68764,EDGE_18460_62852,43.96,44.27,0.31,Straight,0.0
24264,EDGE_24045_68860,EDGE_24264_69103,43.84,44.27,0.43,Straight,0.0
24145,EDGE_68938_68939,EDGE_24145_68971,44.32,44.27,-0.05,Straight,0.0
24090,EDGE_24116_68941,EDGE_24090_68909,43.97,44.27,0.3,Straight,0.0
24095,EDGE_24123_68948,EDGE_24095_68915,44.73,44.27,-0.46,Straight,0.0
24229,EDGE_24129_68954,EDGE_24229_69063,44.24,44.27,0.03,Straight,0.0
24717,EDGE_24196_69027,EDGE_24717_69580,44.63,44.27,-0.36,Straight,0.0
24705,EDGE_24203_69035,EDGE_24705_69566,44.25,44.63,0.38,Straight,0.0
16857,EDGE_24214_69046,EDGE_16857_61114,44.15,44.27,0.12,Straight,0.0
16858,EDGE_24224_69058,EDGE_16858_61115,44.06,44.26,0.2,Straight,0.0
16617,EDGE_24228_69062,EDGE_16617_60853,43.94,44.26,0.32,Straight,0.0
17303,EDGE_24234_69068,EDGE_17303_61597,44.33,44.26,-0.07,Straight,0.0
24108,EDGE_24306_69147,EDGE_24108_68930,43.82,44.26,0.44,Straight,0.0
24039,EDGE_24314_69155,EDGE_24039_68854,44.49,44.27,-0.22,Straight,0.0
24685,EDGE_24390_69236,EDGE_24685_69545,43.83,44.27,0.44,Straight,0.0
24176,EDGE_24398_69245,EDGE_24176_69003,44.64,44.27,-0.37,Straight,0.0
24161,EDGE_24475_69324,EDGE_24161_68988,43.82,44.27,0.45,Straight,0.0
16595,EDGE_24516_69371,EDGE_16595_60830,44.66,44.26,-0.4,Straight,0.0
16627,EDGE_24517_69372,EDGE_16627_60863,44.16,44.26,0.1,Straight,0.0
24290,EDGE_24583_69438,EDGE_24290_69131,44.08,44.27,0.19,Straight,0.0
24402,EDGE_24602_69458,EDGE_24402_69249,44.22,44.27,0.05,Straight,0.0
16094,EDGE_24650_69508,EDGE_16094_60294,44.08,44.27,0.19,Straight,0.0
16258,EDGE_24705_69566,EDGE_60470_60471,44.63,44.26,-0.37,Straight,0.0
24885,EDGE_24803_69669,EDGE_24885_69756,44.09,44.26,0.17,Straight,0.0
24939,EDGE_24818_69685,EDGE_24939_69813,44.08,44.26,0.18,Straight,0.0
24874,EDGE_24866_69737,EDGE_24874_69745,44.05,44.26,0.21,Straight,0.0
27331,EDGE_24940_69814,EDGE_27331_72413,44.65,44.26,-0.39,Straight,0.0
24854,EDGE_24960_69836,EDGE_24854_69724,43.88,44.26,0.38,Straight,0.0
25078,EDGE_24995_69873,EDGE_25078_69961,44.56,44.26,-0.3,Straight,0.0
25088,EDGE_24997_69876,EDGE_25088_69971,44.62,44.26,-0.36,Straight,0.0
27009,EDGE_25087_69970,EDGE_27009_72069,44.74,44.26,-0.48,Straight,0.0
25622,EDGE_25150_70036,EDGE_25622_70548,44.16,44.26,0.1,Straight,0.0
29594,EDGE_25239_70130,EDGE_29594_74857,44.15,44.26,0.11,Straight,0.0
25309,EDGE_25263_70156,EDGE_25309_70207,44.03,44.26,0.23,Straight,0.0
25460,EDGE_25269_70162,EDGE_25460_70373,43.84,44.26,0.42,Straight,0.0
26104,EDGE_25272_70166,EDGE_26104_71082,44.68,44.26,-0.42,Straight,0.0
25885,EDGE_25282_70177,EDGE_25885_70838,44.03,44.26,0.23,Straight,0.0
26114,EDGE_25318_70216,EDGE_26114_71092,44.04,44.26,0.22,Straight,0.0
25369,EDGE_25319_70217,EDGE_25369_70276,44.63,44.26,-0.37,Straight,0.0
25193,EDGE_25346_70248,EDGE_25193_70079,44.73,44.26,-0.47,Straight,0.0
25235,EDGE_25385_70293,EDGE_25235_70126,44.75,44.26,-0.49,Straight,0.0
25668,EDGE_25407_70316,EDGE_25668_70598,44.36,44.26,-0.1,Straight,0.0
25139,EDGE_70376_70377,EDGE_25139_70025,44.5,44.26,-0.24,Straight,0.0
25797,EDGE_25466_70380,EDGE_25797_70743,44.11,44.26,0.15,Straight,0.0
25860,EDGE_25474_70388,EDGE_25860_70812,44.51,44.26,-0.25,Straight,0.0
29603,EDGE_25490_70407,EDGE_29603_74867,44.59,44.26,-0.33,Straight,0.0
25231,EDGE_25550_70471,EDGE_25231_70121,44.63,44.26,-0.37,Straight,0.0
29674,EDGE_25704_70639,EDGE_29674_74946,44.55,44.26,-0.29,Straight,0.0
25911,EDGE_25792_70738,EDGE_25911_70867,43.91,44.26,0.35,Straight,0.0
26132,EDGE_25881_70834,EDGE_26132_71111,44.44,44.26,-0.18,Straight,0.0
27958,EDGE_25973_70937,EDGE_27958_73089,43.72,44.26,0.54,Straight,0.0
25572,EDGE_26007_70976,EDGE_70494_70495,44.05,44.26,0.21,Straight,0.0
25391,EDGE_26049_71023,EDGE_25391_70299,44.33,44.26,-0.07,Straight,0.0
25755,EDGE_26103_71081,EDGE_25755_70698,44.28,44.26,-0.02,Straight,0.0
25626,EDGE_26107_71085,EDGE_25626_70552,44.16,44.26,0.1,Straight,0.0
11408,EDGE_26152_71133,EDGE_11408_55246,44.16,44.26,0.1,Straight,0.0
11216,EDGE_26160_71141,EDGE_11216_55039,44.69,44.26,-0.43,Straight,0.0
11511,EDGE_26164_71146,EDGE_11511_55355,43.99,44.26,0.27,Straight,0.0
11230,EDGE_26204_71190,EDGE_11230_55054,43.84,44.26,0.42,Straight,0.0
11542,EDGE_26300_71297,EDGE_11542_55386,43.69,44.26,0.57,Straight,0.0
11478,EDGE_26322_71323,EDGE_11478_55319,44.14,44.26,0.12,Straight,0.0
27458,EDGE_26467_71480,EDGE_27458_72553,44.23,44.26,0.03,Straight,0.0
29060,EDGE_26468_71481,EDGE_29060_74279,43.98,44.26,0.28,Straight,0.0
26417,EDGE_26472_71485,EDGE_26417_71426,44.59,44.26,-0.33,Straight,0.0
28055,EDGE_26483_71497,EDGE_28055_73191,43.88,44.26,0.38,Straight,0.0
27458,EDGE_26522_71538,EDGE_27458_72553,44.41,44.26,-0.15,Straight,0.0
26822,EDGE_26585_71607,EDGE_26822_71865,44.1,44.26,0.16,Straight,0.0
26727,EDGE_26605_71629,EDGE_71760_71761,43.76,44.26,0.5,Straight,0.0
26945,EDGE_26608_71632,EDGE_71999_72000,43.96,44.26,0.3,Straight,0.0
27116,EDGE_26653_71680,EDGE_27116_72185,43.94,44.26,0.32,Straight,0.0
26531,EDGE_26745_71782,EDGE_71547_71548,43.98,44.26,0.28,Straight,0.0
27132,EDGE_26837_71882,EDGE_27132_72202,44.37,44.26,-0.11,Straight,0.0
26618,EDGE_26847_71892,EDGE_26618_71644,43.75,44.26,0.51,Straight,0.0
26757,EDGE_26848_71893,EDGE_26757_71794,44.28,44.26,-0.02,Straight,0.0
27144,EDGE_26850_71895,EDGE_27144_72215,43.98,44.26,0.28,Straight,0.0
27059,EDGE_26886_71934,EDGE_27059_72123,44.3,44.26,-0.04,Straight,0.0
26596,EDGE_26888_71937,EDGE_26596_71620,43.94,44.26,0.32,Straight,0.0
26578,EDGE_26921_71971,EDGE_71598_71599,44.44,44.26,-0.18,Straight,0.0
26972,EDGE_27072_72136,EDGE_26972_72031,44.03,44.26,0.23,Straight,0.0
26725,EDGE_27154_72225,EDGE_26725_71758,44.13,44.26,0.13,Straight,0.0
27888,EDGE_27452_72547,EDGE_27888_73014,43.94,44.26,0.32,Straight,0.0
29259,EDGE_27455_72550,EDGE_29259_74497,44.39,44.26,-0.13,Straight,0.0
27691,EDGE_27483_72579,EDGE_27691_72803,43.86,44.26,0.4,Straight,0.0
28509,EDGE_27484_72580,EDGE_28509_73688,43.89,44.26,0.37,Straight,0.0
29260,EDGE_27634_72741,EDGE_29260_74498,43.76,44.26,0.5,Straight,0.0
27379,EDGE_27636_72743,EDGE_27379_72466,43.8,44.26,0.46,Straight,0.0
29088,EDGE_27644_72751,EDGE_29088_74310,44.66,44.26,-0.4,Straight,0.0
29099,EDGE_27673_72783,EDGE_29099_74322,44.45,44.26,-0.19,Straight,0.0
27971,EDGE_27756_72871,EDGE_27971_73103,44.39,44.26,-0.13,Straight,0.0
29232,EDGE_27802_72919,EDGE_74468_74469,44.83,44.26,-0.57,Straight,0.0
27547,EDGE_27825_72944,EDGE_27547_72647,43.82,44.26,0.44,Straight,0.0
27500,EDGE_27837_72959,EDGE_27500_72597,44.47,44.26,-0.21,Straight,0.0
27507,EDGE_27867_72991,EDGE_27507_72605,44.38,44.26,-0.12,Straight,0.0
27852,EDGE_27873_72998,EDGE_27852_72975,43.95,44.26,0.31,Straight,0.0
29276,EDGE_27914_73041,EDGE_29276_74515,43.93,44.26,0.33,Straight,0.0
27835,EDGE_27931_73060,EDGE_27835_72957,44.76,44.26,-0.5,Straight,0.0
27884,EDGE_27940_73070,EDGE_27884_73010,43.93,44.26,0.33,Straight,0.0
27899,EDGE_27943_73073,EDGE_27899_73026,44.54,44.26,-0.28,Straight,0.0
27892,EDGE_27946_73077,EDGE_27892_73019,44.38,44.26,-0.12,Straight,0.0
28327,EDGE_27950_73081,EDGE_28327_73491,44.75,44.26,-0.49,Straight,0.0
28998,EDGE_27953_73084,EDGE_28998_74213,44.06,44.26,0.2,Straight,0.0
27797,EDGE_27975_73107,EDGE_27797_72914,44.78,44.26,-0.52,Straight,0.0
28014,EDGE_28059_73195,EDGE_28014_73148,44.33,44.26,-0.07,Straight,0.0
28275,EDGE_28077_73213,EDGE_73432_73433,44.28,44.26,-0.02,Straight,0.0
27647,EDGE_28099_73239,EDGE_27647_72754,44.45,44.26,-0.19,Straight,0.0
28689,EDGE_28104_73244,EDGE_28689_73880,44.73,44.26,-0.47,Straight,0.0
28297,EDGE_28110_73250,EDGE_28297_73458,44.28,44.26,-0.02,Straight,0.0
28667,EDGE_28125_73268,EDGE_28667_73856,44.14,44.26,0.12,Straight,0.0
28165,EDGE_28215_73365,EDGE_28165_73309,43.93,44.26,0.33,Straight,0.0
28204,EDGE_28216_73366,EDGE_28204_73352,43.93,44.26,0.33,Straight,0.0
28168,EDGE_28227_73378,EDGE_28168_73312,44.27,44.26,-0.01,Straight,0.0
28274,EDGE_28247_73401,EDGE_28274_73431,44.82,44.26,-0.56,Straight,0.0
28660,EDGE_28267_73423,EDGE_28660_73849,44.26,44.26,0.0,Straight,0.0
27993,EDGE_28315_73478,EDGE_27993_73126,44.24,44.26,0.02,Straight,0.0
27858,EDGE_28338_73504,EDGE_27858_72981,43.89,44.26,0.37,Straight,0.0
28910,EDGE_28424_73598,EDGE_28910_74118,44.38,44.26,-0.12,Straight,0.0
27687,EDGE_28512_73691,EDGE_27687_72799,44.63,44.26,-0.37,Straight,0.0
28604,EDGE_28631_73819,EDGE_28604_73789,43.81,44.26,0.45,Straight,0.0
6745,EDGE_28661_73850,EDGE_6745_50199,43.85,44.26,0.41,Straight,0.0
6745,EDGE_28662_73851,EDGE_6745_50199,44.62,44.26,-0.36,Straight,0.0
6182,EDGE_28672_73861,EDGE_6182_49598,43.81,44.26,0.45,Straight,0.0
6181,EDGE_28673_73862,EDGE_6181_49597,43.9,44.26,0.36,Straight,0.0
6746,EDGE_28674_73863,EDGE_6746_50200,44.17,44.26,0.09,Straight,0.0
28094,EDGE_28715_73907,EDGE_28094_73232,44.2,44.26,0.06,Straight,0.0
29148,EDGE_28744_73938,EDGE_29148_74376,44.04,44.26,0.22,Straight,0.0
27816,EDGE_28767_73963,EDGE_27816_72933,44.31,44.26,-0.05,Straight,0.0
27805,EDGE_28772_73968,EDGE_27805_72922,44.49,44.26,-0.23,Straight,0.0
28233,EDGE_28790_73987,EDGE_28233_73385,44.05,44.26,0.21,Straight,0.0
27869,EDGE_28797_73994,EDGE_27869_72993,44.01,44.26,0.25,Straight,0.0
27863,EDGE_28800_73998,EDGE_72986_72987,43.89,44.26,0.37,Straight,0.0
27397,EDGE_28811_74010,EDGE_27397_72485,44.7,44.26,-0.44,Straight,0.0
27684,EDGE_28825_74025,EDGE_27684_72795,44.38,44.26,-0.12,Straight,0.0
27693,EDGE_74111_74112,EDGE_27693_72805,44.36,44.26,-0.1,Straight,0.0
27856,EDGE_28972_74185,EDGE_27856_72979,44.58,44.26,-0.32,Straight,0.0
6676,EDGE_28990_74204,EDGE_50126_50127,43.79,44.26,0.47,Straight,0.0
29161,EDGE_29001_74217,EDGE_29161_74390,43.85,44.26,0.41,Straight,0.0
27599,EDGE_29065_74284,EDGE_27599_72702,44.61,44.26,-0.35,Straight,0.0
28350,EDGE_29133_74360,EDGE_28350_73517,44.27,44.26,-0.01,Straight,0.0
27680,EDGE_29158_74387,EDGE_27680_72790,44.45,44.26,-0.19,Straight,0.0
28703,EDGE_74434_74435,EDGE_28703_73894,44.07,44.26,0.19,Straight,0.0
28256,EDGE_29243_74481,EDGE_28256_73411,44.67,44.26,-0.41,Straight,0.0
28810,EDGE_29257_74495,EDGE_28810_74009,44.26,44.26,0.0,Straight,0.0
27363,EDGE_29330_74574,EDGE_72448_72449,44.38,44.26,-0.12,Straight,0.0
27735,EDGE_29336_74581,EDGE_27735_72848,44.47,44.26,-0.21,Straight,0.0
28377,EDGE_29346_74592,EDGE_73547_73548,44.65,44.26,-0.39,Straight,0.0
28423,EDGE_29379_74627,EDGE_73596_73597,43.94,44.26,0.32,Straight,0.0
27718,EDGE_74636_74637,EDGE_27718_72831,44.34,44.26,-0.08,Straight,0.0
29301,EDGE_29445_74694,EDGE_29301_74541,43.84,44.26,0.42,Straight,0.0
27930,EDGE_29453_74703,EDGE_27930_73059,44.11,44.26,0.15,Straight,0.0
29021,EDGE_29473_74724,EDGE_29021_74239,44.62,44.26,-0.36,Straight,0.0
28342,EDGE_29474_74725,EDGE_28342_73508,44.16,44.26,0.1,Straight,0.0
28821,EDGE_29484_74737,EDGE_28821_74021,44.42,44.26,-0.16,Straight,0.0
16205,EDGE_29531_74790,EDGE_16205_60411,44.02,44.26,0.24,Straight,0.0
27644,EDGE_29540_74799,EDGE_27644_72751,44.45,44.66,0.21,Straight,0.0
28765,EDGE_29589_74852,EDGE_28765_73961,44.73,44.26,-0.47,Straight,0.0
27920,EDGE_74909_74910,EDGE_27920_73047,43.79,44.26,0.47,Straight,0.0
28022,EDGE_29664_74935,EDGE_28022_73157,44.36,44.26,-0.1,Straight,0.0
28434,EDGE_29679_74953,EDGE_28434_73608,44.57,44.26,-0.31,Straight,0.0
27919,EDGE_29683_74958,EDGE_27919_73046,44.52,44.26,-0.26,Straight,0.0
29838,EDGE_29762_75043,EDGE_75123_75124,44.54,44.26,-0.28,Straight,0.0
29839,EDGE_29818_75101,EDGE_29839_75125,44.28,44.26,-0.02,Straight,0.0
30461,EDGE_29830_75115,EDGE_30461_75795,43.8,44.26,0.46,Straight,0.0
30959,EDGE_29863_75153,EDGE_30959_76333,44.58,44.26,-0.32,Straight,0.0
30806,EDGE_29896_75187,EDGE_30806_76165,44.68,44.26,-0.42,Straight,0.0
30200,EDGE_29918_75211,EDGE_30200_75506,44.44,44.26,-0.18,Straight,0.0
29858,EDGE_29933_75226,EDGE_29858_75148,44.39,44.26,-0.13,Straight,0.0
30602,EDGE_29962_75258,EDGE_30602_75949,44.21,44.27,0.06,Straight,0.0
29819,EDGE_30007_75305,EDGE_29819_75102,43.76,44.27,0.51,Straight,0.0
30165,EDGE_75308_75309,EDGE_30165_75470,44.69,44.26,-0.43,Straight,0.0
30378,EDGE_30095_75394,EDGE_30378_75706,44.13,44.27,0.14,Straight,0.0
30612,EDGE_75594_75595,EDGE_30612_75960,44.01,44.26,0.25,Straight,0.0
30445,EDGE_30299_75615,EDGE_30445_75776,43.72,44.27,0.55,Straight,0.0
29802,EDGE_30355_75678,EDGE_29802_75085,44.43,44.27,-0.16,Straight,0.0
29870,EDGE_75697_75698,EDGE_29870_75161,44.34,44.27,-0.07,Straight,0.0
30131,EDGE_30380_75708,EDGE_30131_75432,43.88,44.26,0.38,Straight,0.0
29742,EDGE_30394_75722,EDGE_29742_75021,44.4,44.27,-0.13,Straight,0.0
30316,EDGE_30435_75765,EDGE_30316_75632,44.37,44.26,-0.11,Straight,0.0
29713,EDGE_30500_75835,EDGE_29713_74989,43.96,44.27,0.31,Straight,0.0
29806,EDGE_75849_75850,EDGE_29806_75089,44.16,44.27,0.11,Straight,0.0
29808,EDGE_30572_75917,EDGE_29808_75091,44.65,44.27,-0.38,Straight,0.0
30173,EDGE_30599_75946,EDGE_30173_75478,44.32,44.26,-0.06,Straight,0.0
29957,EDGE_30644_75996,EDGE_29957_75253,43.85,44.27,0.42,Straight,0.0
30838,EDGE_76115_76116,EDGE_30838_76201,44.44,44.26,-0.18,Straight,0.0
30826,EDGE_30764_76123,EDGE_30826_76187,44.13,44.26,0.13,Straight,0.0
30854,EDGE_30780_76139,EDGE_30854_76217,43.79,44.26,0.47,Straight,0.0
30963,EDGE_30805_76164,EDGE_30963_76337,44.68,44.26,-0.42,Straight,0.0
12147,EDGE_31041_76420,EDGE_12147_56028,44.77,44.26,-0.51,Straight,0.0
31195,EDGE_31068_76448,EDGE_31195_76579,44.04,44.27,0.23,Straight,0.0
31037,EDGE_31117_76499,EDGE_31037_76416,44.35,44.27,-0.08,Straight,0.0
12031,EDGE_31202_76586,EDGE_12031_55909,44.51,44.26,-0.25,Straight,0.0
31207,EDGE_31239_76626,EDGE_31207_76591,43.77,44.27,0.5,Straight,0.0
32407,EDGE_31612_77028,EDGE_32407_77879,44.83,44.27,-0.56,Straight,0.0
32277,EDGE_31688_77110,EDGE_32277_77738,43.83,44.1,0.27,Straight,0.0
34689,EDGE_31817_77244,EDGE_34689_80348,44.32,44.27,-0.05,Straight,0.0
31860,EDGE_31924_77359,EDGE_77291_77292,44.05,44.27,0.22,Straight,0.0
31889,EDGE_31925_77360,EDGE_31889_77323,43.9,44.27,0.37,Straight,0.0
31804,EDGE_31937_77374,EDGE_31804_77231,43.94,44.27,0.33,Straight,0.0
31783,EDGE_32175_77628,EDGE_31783_77210,44.7,44.27,-0.43,Straight,0.0
32170,EDGE_77698_77699,EDGE_32170_77623,44.76,44.27,-0.49,Straight,0.0
31669,EDGE_32242_77701,EDGE_31669_77090,43.83,44.27,0.44,Straight,0.0
31778,EDGE_77726_77727,EDGE_31778_77205,44.8,44.27,-0.53,Straight,0.0
34766,EDGE_32277_77738,EDGE_34766_80434,44.1,44.27,0.17,Straight,0.0
32234,EDGE_32286_77747,EDGE_32234_77692,44.55,44.27,-0.28,Straight,0.0
32302,EDGE_32344_77812,EDGE_32302_77764,44.37,44.27,-0.1,Straight,0.0
32588,EDGE_32667_78156,EDGE_32588_78072,44.42,44.27,-0.15,Straight,0.0
32455,EDGE_32754_78250,EDGE_77931_77932,44.24,44.27,0.03,Straight,0.0
32940,EDGE_32864_78369,EDGE_32940_78452,43.94,44.27,0.33,Straight,0.0
32832,EDGE_32916_78427,EDGE_78332_78333,44.56,44.27,-0.29,Straight,0.0
33266,EDGE_33242_78775,EDGE_33266_78801,43.85,44.26,0.41,Straight,0.0
33535,EDGE_33293_78830,EDGE_33535_79090,44.4,44.25,-0.15,Straight,0.0
34099,EDGE_33495_79047,EDGE_34099_79701,44.31,44.25,-0.06,Straight,0.0
34094,EDGE_33504_79056,EDGE_34094_79696,44.44,44.25,-0.19,Straight,0.0
33292,EDGE_33524_79078,EDGE_33292_78829,44.06,44.25,0.19,Straight,0.0
33729,EDGE_33540_79095,EDGE_33729_79296,44.23,44.25,0.02,Straight,0.0
33710,EDGE_33554_79110,EDGE_33710_79275,44.63,44.25,-0.38,Straight,0.0
33903,EDGE_33596_79154,EDGE_33903_79486,44.23,44.25,0.02,Straight,0.0
34184,EDGE_33599_79157,EDGE_79793_79794,44.4,44.25,-0.15,Straight,0.0
34111,EDGE_33659_79220,EDGE_34111_79714,44.41,44.25,-0.16,Straight,0.0
34123,EDGE_33660_79221,EDGE_34123_79729,44.29,44.25,-0.04,Straight,0.0
34421,EDGE_33703_79268,EDGE_34421_80055,44.23,44.25,0.02,Straight,0.0
33904,EDGE_33843_79423,EDGE_33904_79487,43.98,44.25,0.27,Straight,0.0
33711,EDGE_34012_79603,EDGE_33711_79276,43.74,44.25,0.51,Straight,0.0
34197,EDGE_34132_79738,EDGE_34197_79810,44.68,44.68,0.0,Straight,0.0
33306,EDGE_34143_79750,EDGE_33306_78843,44.44,44.25,-0.19,Straight,0.0
33972,EDGE_34197_79810,EDGE_33972_79560,44.68,44.25,-0.43,Straight,0.0
34235,EDGE_34285_79906,EDGE_34235_79849,44.13,44.25,0.12,Straight,0.0
34219,EDGE_34289_79910,EDGE_34219_79832,44.31,44.25,-0.06,Straight,0.0
34212,EDGE_34294_79915,EDGE_34212_79825,44.52,44.25,-0.27,Straight,0.0
33874,EDGE_34419_80053,EDGE_33874_79457,44.57,44.25,-0.32,Straight,0.0
34110,EDGE_34476_80113,EDGE_34110_79713,43.24,44.25,1.01,Straight,0.0
30938,EDGE_34545_80188,EDGE_76309_76310,44.05,44.26,0.21,Straight,0.0
30951,EDGE_34564_80207,EDGE_30951_76323,44.67,44.26,-0.41,Straight,0.0
30861,EDGE_80237_80238,EDGE_30861_76225,44.06,44.26,0.2,Straight,0.0
30692,EDGE_34641_80296,EDGE_30692_76047,44.41,44.26,-0.15,Straight,0.0
13111,EDGE_34801_80473,EDGE_13111_57079,44.18,44.25,0.07,Straight,0.0
37363,EDGE_34882_80558,EDGE_37363_83249,44.45,44.25,-0.2,Straight,0.0
37973,EDGE_34902_80578,EDGE_37973_83908,44.82,44.25,-0.57,Straight,0.0
39281,EDGE_34919_80596,EDGE_39281_85346,44.44,44.25,-0.19,Straight,0.0
35122,EDGE_35040_80729,EDGE_35122_80817,44.14,44.25,0.11,Straight,0.0
36817,EDGE_80877_80878,EDGE_36817_82660,44.04,44.25,0.21,Straight,0.0
35224,EDGE_35236_80945,EDGE_35224_80932,43.91,44.25,0.34,Straight,0.0
13025,EDGE_35481_81203,EDGE_13025_56985,43.98,44.25,0.27,Straight,0.0
35538,EDGE_35536_81260,EDGE_35538_81262,43.94,44.25,0.31,Straight,0.0
35623,EDGE_35558_81285,EDGE_35623_81359,44.19,44.71,0.52,Straight,0.0
36386,EDGE_35566_81296,EDGE_36386_82185,44.05,44.25,0.2,Straight,0.0
36459,EDGE_35604_81339,EDGE_36459_82264,44.28,44.25,-0.03,Straight,0.0
37158,EDGE_35605_81340,EDGE_37158_83029,44.41,44.25,-0.16,Straight,0.0
36607,EDGE_35623_81359,EDGE_36607_82427,44.71,44.25,-0.46,Straight,0.0
37121,EDGE_35660_81399,EDGE_37121_82989,44.04,44.25,0.21,Straight,0.0
35279,EDGE_35667_81408,EDGE_35279_80990,44.12,44.25,0.13,Straight,0.0
36944,EDGE_35675_81416,EDGE_36944_82799,44.74,44.25,-0.49,Straight,0.0
36573,EDGE_35690_81435,EDGE_36573_82390,44.59,44.25,-0.34,Straight,0.0
36559,EDGE_35699_81446,EDGE_36559_82374,43.81,44.25,0.44,Straight,0.0
35721,EDGE_35746_81495,EDGE_35721_81469,44.23,44.25,0.02,Straight,0.0
37027,EDGE_35774_81527,EDGE_37027_82887,44.03,44.25,0.22,Straight,0.0
36418,EDGE_35790_81545,EDGE_36418_82220,44.1,43.92,-0.18,Straight,0.0
37180,EDGE_81561_81562,EDGE_37180_83054,44.12,44.25,0.13,Straight,0.0
37181,EDGE_35806_81563,EDGE_37181_83055,43.91,44.25,0.34,Straight,0.0
36230,EDGE_35814_81571,EDGE_36230_82013,44.62,44.25,-0.37,Straight,0.0
35880,EDGE_35866_35880,EDGE_35880_81640,44.25,44.25,0.0,Straight,0.0
37023,EDGE_35914_81676,EDGE_37023_82883,44.49,44.25,-0.24,Straight,0.0
36629,EDGE_35960_81725,EDGE_36629_82451,43.67,44.25,0.58,Straight,0.0
35671,EDGE_36023_81793,EDGE_35671_81412,44.18,44.25,0.07,Straight,0.0
35244,EDGE_36038_81809,EDGE_35244_80954,44.38,44.25,-0.13,Straight,0.0
36595,EDGE_36046_81817,EDGE_36595_82413,44.28,44.25,-0.03,Straight,0.0
36951,EDGE_36099_81877,EDGE_36951_82806,44.1,44.25,0.15,Straight,0.0
36933,EDGE_36108_81887,EDGE_82787_82788,44.37,44.25,-0.12,Straight,0.0
35570,EDGE_36172_81952,EDGE_35570_81300,44.27,44.25,-0.02,Straight,0.0
35633,EDGE_36183_81963,EDGE_35633_81370,44.53,44.25,-0.28,Straight,0.0
36811,EDGE_36194_81975,EDGE_36811_82653,43.73,44.25,0.52,Straight,0.0
37185,EDGE_36214_81996,EDGE_37185_83059,44.04,44.25,0.21,Straight,0.0
36174,EDGE_36272_82057,EDGE_36174_81954,43.74,44.25,0.51,Straight,0.0
36047,EDGE_36418_82220,EDGE_36047_81818,43.92,44.25,0.33,Straight,0.0
35210,EDGE_36419_82221,EDGE_35210_80917,44.48,44.25,-0.23,Straight,0.0
36853,EDGE_36431_82233,EDGE_36853_82700,44.36,44.25,-0.11,Straight,0.0
37106,EDGE_36506_82316,EDGE_37106_82972,43.84,44.25,0.41,Straight,0.0
37152,EDGE_36542_82357,EDGE_37152_83021,44.76,44.25,-0.51,Straight,0.0
36921,EDGE_36558_82373,EDGE_36921_82775,44.41,44.25,-0.16,Straight,0.0
35445,EDGE_36633_82455,EDGE_35445_81164,43.97,44.25,0.28,Straight,0.0
35214,EDGE_36641_82464,EDGE_35214_80921,44.05,44.25,0.2,Straight,0.0
35401,EDGE_36645_82468,EDGE_35401_81117,43.99,44.25,0.26,Straight,0.0
35243,EDGE_36652_82475,EDGE_35243_80953,43.72,44.25,0.53,Straight,0.0
36877,EDGE_36735_82569,EDGE_36877_82729,44.45,44.25,-0.2,Straight,0.0
35751,EDGE_36960_82817,EDGE_35751_81500,44.39,44.25,-0.14,Straight,0.0
36354,EDGE_82819_82820,EDGE_36354_82150,44.57,44.25,-0.32,Straight,0.0
36369,EDGE_36980_82838,EDGE_36369_82167,44.14,44.25,0.11,Straight,0.0
