zone,direction,lat,lng,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,flood_risk,crime_score,event_frequency,poi_density,adjacency_count,lighting_score,cctv_density_estimate,police_station_distance,activity_score,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,congestion_score,travel_time_estimate,weather_exposure_score,time_risk,score_crime,score_lighting,score_activity,score_event,score_road,score_infra,score_cctv,score_police,score_poi,micro_risk,meso_risk,macro_risk,behavioural_adj,poi_interaction,time_multiplier,time_context,final_risk_score,contextual_risk,confidence_score,uncertainty_level,risk_band
WEST BANGALORE,Bi-directional,12.914799,77.485596,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.27,0.23,0.39,0.127,0.458,0.164,0.362,0.057,0.281,6,0.3223,0.2818,0.325,0.1317,0.6561,0.4344,0.914,0.5519,0.434,10.46,0.414,0.51,0.491,1.0,0.1317,0.0228,0.3219,0.3439,0.2818,0.325,0.0982,0.5743,0.5741,0.6085,0.18,-0.0191,1.0951,late_night,71.49,81.07,0.4804,0.6857,High
WEST BANGALORE,Bi-directional,12.921746,77.48768,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.13,0.46,0.434,0.127,0.447,0.269,0.411,0.103,0.312,6,0.2901,0.2207,0.4284,0.1274,0.684,0.5297,0.8466,0.5944,0.4871,10.63,0.452,0.493,0.6226,1.0,0.1274,0.0412,0.3336,0.316,0.2207,0.4284,0.1209,0.6125,0.5989,0.6085,0.18,-0.0071,1.0951,late_night,66.35,85.57,0.3963,0.7778,High
WEST BANGALORE,Bi-directional,12.911725,77.47959,Kengeri,Kengeri,3rd Main Road,residential,residential,none,7.5m,30.0,0.33,0.32,0.355,0.103,0.157,0.259,0.317,0.189,0.25,8,0.2612,0.2407,0.4743,0.1067,0.6742,0.583,0.7574,0.5086,0.4443,10.99,0.3955,0.495,0.3972,1.0,0.1067,0.0756,0.3256,0.3258,0.2407,0.4743,0.1222,0.5657,0.5745,0.6085,0.18,-0.0062,1.0951,late_night,79.97,81.93,0.4013,0.7778,High
WEST BANGALORE,Bi-directional,12.915384,77.47655,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.44,0.34,0.438,0.135,0.469,0.268,0.341,0.179,0.297,6,0.2895,0.2115,0.5456,0.1295,0.6872,0.4921,0.8438,0.5708,0.5353,12.79,0.4513,0.489,0.3849,1.0,0.1295,0.0716,0.3189,0.3128,0.2115,0.5456,0.1354,0.5856,0.5715,0.6085,0.18,-0.0024,1.0951,late_night,90.82,83.56,0.399,0.7778,Critical
WEST BANGALORE,Bi-directional,12.917543,77.47705,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.46,0.61,0.443,0.105,0.292,0.146,0.408,0.101,0.205,6,0.2917,0.208,0.5389,0.1279,0.7086,0.5616,0.8345,0.5567,0.5824,13.49,0.374,0.555,0.3694,1.0,0.1279,0.0404,0.3236,0.2914,0.208,0.5389,0.1226,0.5784,0.5947,0.6085,0.18,-0.0023,1.0951,late_night,82.87,83.74,0.3988,0.7778,Critical
WEST BANGALORE,Bi-directional,12.921519,77.488754,Kengeri,Kengeri,,tertiary,tertiary,none,7.5m,30.0,0.34,0.35,0.484,0.16,0.026,0.264,0.241,0.102,0.38,6,0.3214,0.2276,0.6146,0.1434,0.7292,0.4803,0.8914,0.5285,0.4825,10.78,0.453,0.458,0.2537,1.0,0.1434,0.0408,0.3109,0.2708,0.2276,0.6146,0.1278,0.5693,0.5966,0.6085,0.18,-0.0081,1.0951,late_night,77.81,82.56,0.4004,0.7778,High
WEST BANGALORE,Bi-directional,12.922442,77.47942,Kengeri,Kengeri,,living_street,living_street,none,7.5m,20.0,0.18,0.32,0.357,0.1,0.054,0.109,0.311,0.058,0.291,2,0.2528,0.2253,0.4144,0.1041,0.6823,0.3156,1.0,0.5707,0.4611,11.64,0.4246,0.489,0.3431,1.0,0.1041,0.0232,0.3309,0.3177,0.2253,0.4144,0.1331,0.5732,0.5866,0.6085,0.18,-0.0021,1.0951,late_night,73.86,83.2,0.3995,0.7778,High
WEST BANGALORE,Bi-directional,12.921096,77.47785,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.25,0.48,0.372,0.103,0.401,0.256,0.382,0.104,0.322,6,0.2483,0.2376,0.6101,0.1084,0.6771,0.559,0.8455,0.5852,0.4954,14.05,0.4564,0.514,0.5046,1.0,0.1084,0.0416,0.3234,0.3229,0.2376,0.6101,0.1393,0.6101,0.5866,0.6085,0.18,-0.0019,1.0951,late_night,80.75,85.65,0.3962,0.7778,Critical
WEST BANGALORE,Bi-directional,12.913272,77.48185,Kengeri,Kengeri,,tertiary,tertiary,none,7.5m,30.0,0.44,0.43,0.457,0.143,0.282,0.205,0.273,0.11,0.48,6,0.3756,0.3074,0.4272,0.1446,0.6799,0.5176,0.829,0.4912,0.5277,13.28,0.4783,0.417,0.3171,0.9366,0.1446,0.044,0.3194,0.3201,0.3074,0.4272,0.1308,0.5312,0.5626,0.6085,0.18,-0.0125,1.0951,late_night,45.35,78.65,0.4837,0.6857,Moderate
WEST BANGALORE,Bi-directional,12.9132,77.48291,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.36,0.46,0.366,0.106,0.044,0.198,0.399,0.086,0.273,6,0.2954,0.2549,0.371,0.1202,0.6519,0.5018,0.8532,0.5331,0.5264,14.72,0.4374,0.549,0.5283,1.0,0.1202,0.0344,0.3334,0.3481,0.2549,0.371,0.0984,0.5846,0.5626,0.6085,0.18,-0.0156,1.0951,late_night,81.17,81.81,0.4794,0.6857,Critical
WEST BANGALORE,Bi-directional,12.918691,77.4862,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.31,0.39,0.35,0.103,0.495,0.263,0.344,0.109,0.307,6,0.3132,0.2446,0.3475,0.1073,0.6966,0.4862,0.9522,0.5336,0.4882,12.24,0.4019,0.421,0.3745,1.0,0.1073,0.0436,0.3094,0.3034,0.2446,0.3475,0.0988,0.5615,0.5885,0.6085,0.18,-0.0099,1.0951,late_night,76.81,81.62,0.4017,0.7778,High
WEST BANGALORE,Bi-directional,12.921276,77.48774,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.55,0.66,0.354,0.126,0.352,0.131,0.312,0.063,0.321,6,0.2901,0.2421,0.5894,0.1068,0.7086,0.5906,0.8262,0.5605,0.6011,15.32,0.3977,0.514,0.3471,1.0,0.1068,0.0252,0.3151,0.2914,0.2421,0.5894,0.1219,0.5726,0.5989,0.6085,0.18,-0.0075,1.0951,late_night,65.26,82.91,0.3999,0.7778,High
WEST BANGALORE,Bi-directional,12.923201,77.4835,Kengeri,Kengeri,7th Cross Road,residential,residential,none,7.5m,30.0,0.19,0.37,0.412,0.129,0.216,0.263,0.332,0.07,0.296,8,0.3034,0.2307,0.6787,0.1215,0.6683,0.5944,0.7895,0.5847,0.4345,10.11,0.4505,0.565,0.5168,1.0,0.1215,0.028,0.3261,0.3317,0.2307,0.6787,0.1283,0.6161,0.6039,0.6085,0.18,-0.0035,1.0951,late_night,90.73,86.34,0.3952,0.7778,Critical
WEST BANGALORE,Bi-directional,12.923797,77.48661,Kengeri,Kengeri,1st D Main Road,residential,residential,none,7.5m,30.0,0.25,0.22,0.35,0.113,0.336,0.136,0.313,0.194,0.181,8,0.2571,0.2037,0.6719,0.1033,0.6711,0.4841,0.8564,0.5315,0.4273,10.94,0.4223,0.576,0.3554,1.0,0.1033,0.0776,0.3329,0.3289,0.2037,0.6719,0.1051,0.5971,0.5989,0.6085,0.18,-0.0048,1.0951,late_night,83.19,84.82,0.1,1.0,Critical
WEST BANGALORE,Bi-directional,12.91624,77.481705,Kengeri,Kengeri,2nd Main Road,residential,residential,none,7.5m,30.0,0.45,0.52,0.377,0.121,0.22,0.207,0.319,0.116,0.283,6,0.3214,0.2455,0.3416,0.1206,0.711,0.536,0.8003,0.5102,0.5597,13.38,0.4104,0.482,0.3739,1.0,0.1206,0.0464,0.3156,0.289,0.2455,0.3416,0.1043,0.5454,0.5863,0.6085,0.18,-0.0115,1.0951,late_night,49.56,80.34,0.4034,0.7778,Moderate
WEST BANGALORE,Bi-directional,12.916328,77.484215,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.51,0.48,0.413,0.123,0.18,0.29,0.43,0.055,0.278,8,0.283,0.2624,0.3341,0.1369,0.6963,0.5778,0.8257,0.5027,0.5239,13.55,0.4221,0.507,0.5147,1.0,0.1369,0.022,0.3209,0.3037,0.2624,0.3341,0.0995,0.5712,0.5885,0.6085,0.18,-0.018,1.0951,late_night,56.88,81.38,0.48,0.6857,Moderate
WEST BANGALORE,Bi-directional,12.916701,77.47831,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.28,0.62,0.365,0.108,0.488,0.121,0.481,0.128,0.22,2,0.2787,0.2474,0.4405,0.1093,0.6959,0.3728,0.9499,0.5726,0.5569,11.62,0.4078,0.545,0.5034,1.0,0.1093,0.0512,0.3294,0.3041,0.2474,0.4405,0.1236,0.5982,0.5947,0.6085,0.18,-0.004,1.0951,late_night,60.12,84.85,0.3973,0.7778,High
WEST BANGALORE,Bi-directional,12.921127,77.4837,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.22,0.52,0.38,0.118,0.271,0.284,0.438,0.091,0.283,8,0.2827,0.203,0.4261,0.1138,0.6756,0.6062,0.8174,0.5822,0.5044,11.62,0.404,0.49,0.5776,1.0,0.1138,0.0364,0.3209,0.3244,0.203,0.4261,0.1254,0.6021,0.6039,0.6085,0.18,-0.0054,1.0951,late_night,95.0,85.21,0.3968,0.7778,Critical
WEST BANGALORE,Bi-directional,12.911525,77.48217,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.46,0.24,0.351,0.125,0.221,0.242,0.483,0.193,0.316,6,0.3215,0.2657,0.3193,0.1126,0.6572,0.5064,0.9081,0.5389,0.4667,13.19,0.443,0.485,0.7076,1.0,0.1126,0.0772,0.3294,0.3428,0.2657,0.3193,0.1033,0.6169,0.6183,0.6085,0.18,-0.0105,1.0951,late_night,81.07,86.01,0.4736,0.6857,Critical
WEST BANGALORE,Bi-directional,12.914338,77.4847,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.39,0.55,0.359,0.134,0.498,0.189,0.375,0.19,0.365,6,0.3356,0.2663,0.3306,0.1273,0.6502,0.5247,0.8907,0.5355,0.5702,11.5,0.3937,0.52,0.4814,0.9966,0.1273,0.076,0.3146,0.3498,0.2663,0.3306,0.1121,0.575,0.5741,0.6085,0.18,-0.0219,1.0951,late_night,64.06,80.81,0.4807,0.6857,High
WEST BANGALORE,Bi-directional,12.919172,77.48565,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.14,0.2,0.37,0.117,0.019,0.151,0.428,0.173,0.282,2,0.2484,0.2661,0.4989,0.1135,0.6994,0.3338,1.0,0.5757,0.3911,10.55,0.4049,0.581,0.5061,1.0,0.1135,0.0692,0.3396,0.3006,0.2661,0.4989,0.1212,0.6101,0.5885,0.6085,0.18,-0.009,1.0951,late_night,77.11,84.92,0.3972,0.7778,High
WEST BANGALORE,Bi-directional,12.917729,77.486725,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.59,0.42,0.36,0.127,0.256,0.141,0.428,0.162,0.357,6,0.2962,0.2447,0.5152,0.115,0.6907,0.522,0.8543,0.5365,0.5333,12.97,0.3799,0.489,0.4987,1.0,0.115,0.0648,0.3229,0.3093,0.2447,0.5152,0.1053,0.5972,0.5885,0.6085,0.18,-0.0115,1.0951,late_night,84.9,83.79,0.4766,0.6857,Critical
WEST BANGALORE,Bi-directional,12.919128,77.48134,Kengeri,Kengeri,5th Main Road,residential,residential,none,7.5m,30.0,0.46,0.26,0.393,0.12,0.034,0.056,0.479,0.113,0.249,8,0.2639,0.2455,0.2855,0.1191,0.6886,0.5288,0.8625,0.5527,0.466,10.55,0.3888,0.426,0.5207,1.0,0.1191,0.0452,0.3341,0.3114,0.2455,0.2855,0.1241,0.5746,0.5863,0.6085,0.18,-0.0059,1.0951,late_night,55.44,82.86,0.4,0.7778,Moderate
WEST BANGALORE,Bi-directional,12.915164,77.478134,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.23,0.43,0.361,0.127,0.24,0.244,0.462,0.104,0.267,6,0.2455,0.2369,0.4414,0.1102,0.6988,0.5306,0.8983,0.6044,0.5112,12.16,0.4574,0.527,0.5676,1.0,0.1102,0.0416,0.3424,0.3012,0.2369,0.4414,0.1295,0.6063,0.5715,0.6085,0.18,-0.0044,1.0951,late_night,67.56,84.71,0.3974,0.7778,High
WEST BANGALORE,Bi-directional,12.917744,77.48328,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.12,0.66,0.377,0.13,0.184,0.053,0.472,0.164,0.326,6,0.2917,0.2629,0.5374,0.1206,0.6644,0.5487,0.8152,0.5818,0.5293,10.66,0.3773,0.601,0.7121,1.0,0.1206,0.0656,0.3279,0.3356,0.2629,0.5374,0.1079,0.6345,0.5863,0.6085,0.18,-0.0113,1.0951,late_night,85.06,86.21,0.3954,0.7778,Critical
WEST BANGALORE,Bi-directional,12.911889,77.48418,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.22,0.33,0.417,0.121,0.075,0.251,0.391,0.117,0.229,6,0.3072,0.2768,0.4378,0.1329,0.6421,0.5223,0.8367,0.5043,0.4446,13.65,0.4565,0.561,0.5123,1.0,0.1329,0.0468,0.3364,0.3579,0.2768,0.4378,0.088,0.587,0.5806,0.6085,0.18,-0.0144,1.0951,late_night,68.38,82.6,0.4783,0.6857,High
WEST BANGALORE,Bi-directional,12.924673,77.49073,Kengeri,Kengeri,,tertiary,tertiary,none,7.5m,30.0,0.59,0.65,0.482,0.122,0.168,0.284,0.205,0.104,0.275,2,0.355,0.2136,0.6992,0.1372,0.7355,0.445,0.9356,0.5634,0.6609,15.95,0.4868,0.517,0.1667,0.9674,0.1372,0.0416,0.3231,0.2645,0.2136,0.6992,0.109,0.5626,0.6001,0.6085,0.18,-0.0079,1.0951,late_night,79.63,82.24,0.5078,0.6486,High
WEST BANGALORE,Bi-directional,12.92328,77.47951,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.2,0.39,0.385,0.134,0.148,0.278,0.395,0.078,0.247,6,0.2918,0.2002,0.4302,0.1144,0.6942,0.5062,0.7881,0.5502,0.4718,12.1,0.4155,0.44,0.4856,1.0,0.1144,0.0312,0.3241,0.3058,0.2002,0.4302,0.1265,0.5822,0.5866,0.6085,0.18,-0.0019,1.0951,late_night,91.2,83.81,0.1,1.0,Critical
WEST BANGALORE,Bi-directional,12.919173,77.47675,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.31,0.53,0.437,0.124,0.208,0.216,0.36,0.089,0.26,6,0.282,0.1969,0.6772,0.1275,0.6869,0.5569,0.859,0.6012,0.5368,12.44,0.4387,0.591,0.4537,1.0,0.1275,0.0356,0.3256,0.3131,0.1969,0.6772,0.131,0.6159,0.5947,0.6085,0.18,-0.0018,1.0951,late_night,76.13,86.26,0.3953,0.7778,High
WEST BANGALORE,Bi-directional,12.914792,77.48366,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.24,0.22,0.423,0.124,0.32,0.127,0.388,0.18,0.339,6,0.3305,0.3026,0.1256,0.1456,0.6652,0.4339,0.9602,0.5131,0.4426,11.44,0.3602,0.415,0.4014,1.0,0.1456,0.072,0.3244,0.3348,0.3026,0.1256,0.1099,0.5393,0.5626,0.6085,0.18,-0.0242,1.0951,late_night,69.26,77.9,0.4847,0.6857,High
WEST BANGALORE,Bi-directional,12.911665,77.47877,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.57,0.3,0.406,0.12,0.102,0.271,0.451,0.168,0.18,6,0.2525,0.2281,0.4308,0.1208,0.7198,0.4664,0.8394,0.6064,0.5314,13.77,0.4214,0.524,0.6749,1.0,0.1208,0.0672,0.3336,0.2802,0.2281,0.4308,0.1127,0.6195,0.5745,0.6085,0.18,-0.0051,1.0951,late_night,78.88,85.58,0.3963,0.7778,High
WEST BANGALORE,Bi-directional,12.919012,77.4869,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.41,0.62,0.39,0.108,0.02,0.093,0.397,0.131,0.245,6,0.2678,0.2222,0.4301,0.1171,0.6994,0.4801,0.9067,0.6066,0.5776,11.95,0.4012,0.535,0.582,1.0,0.1171,0.0524,0.3264,0.3006,0.2222,0.4301,0.1127,0.6099,0.5885,0.6085,0.18,-0.0094,1.0951,late_night,66.65,84.86,0.3972,0.7778,High
WEST BANGALORE,Bi-directional,12.915083,77.478424,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.6,0.24,0.354,0.12,0.364,0.161,0.302,0.061,0.259,6,0.3,0.2407,0.3883,0.1081,0.703,0.4997,0.8456,0.4898,0.4734,11.1,0.3795,0.419,0.2949,1.0,0.1081,0.0244,0.3226,0.297,0.2407,0.3883,0.128,0.5417,0.5715,0.6085,0.18,-0.0048,1.0951,late_night,63.21,80.42,0.4033,0.7778,High
WEST BANGALORE,Bi-directional,12.91546,77.48187,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.53,0.23,0.388,0.121,0.382,0.116,0.311,0.174,0.246,6,0.3296,0.2466,0.4656,0.1251,0.6838,0.4343,0.9368,0.4854,0.4786,10.32,0.4169,0.529,0.2729,1.0,0.1251,0.0696,0.3306,0.3162,0.2466,0.4656,0.0985,0.5596,0.5626,0.6085,0.18,-0.0133,1.0951,late_night,71.2,80.43,0.4033,0.7778,High
WEST BANGALORE,Bi-directional,12.915312,77.485466,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.17,0.3,0.4,0.116,0.457,0.124,0.309,0.054,0.327,6,0.2623,0.2623,0.292,0.1333,0.661,0.4609,0.9058,0.5061,0.46,10.17,0.3973,0.533,0.3354,1.0,0.1333,0.0216,0.3189,0.339,0.2623,0.292,0.105,0.5435,0.5741,0.6085,0.18,-0.0192,1.0951,late_night,49.41,79.04,0.4832,0.6857,Moderate
WEST BANGALORE,Bi-directional,12.913593,77.48443,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.24,0.38,0.443,0.107,0.497,0.147,0.449,0.128,0.299,6,0.2922,0.261,0.3324,0.144,0.6642,0.492,0.8623,0.5103,0.5036,13.3,0.3823,0.534,0.556,1.0,0.144,0.0512,0.3259,0.3358,0.261,0.3324,0.1012,0.5865,0.5741,0.6085,0.18,-0.0196,1.0951,late_night,61.51,81.81,0.4794,0.6857,High
WEST BANGALORE,Bi-directional,12.924409,77.48914,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.21,0.46,0.439,0.129,0.173,0.198,0.449,0.107,0.314,6,0.2732,0.2146,0.6176,0.1267,0.6683,0.5119,0.9197,0.6853,0.461,10.96,0.409,0.508,0.6002,1.0,0.1267,0.0428,0.3436,0.3317,0.2146,0.6176,0.1191,0.6412,0.6001,0.6085,0.18,-0.0064,1.0951,late_night,63.08,87.57,0.1,1.0,High
WEST BANGALORE,Bi-directional,12.92307,77.488045,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.22,0.41,0.359,0.118,0.292,0.087,0.364,0.175,0.296,6,0.2364,0.1904,0.5051,0.1063,0.6945,0.4547,0.9877,0.598,0.4702,10.62,0.3678,0.472,0.4082,1.0,0.1063,0.07,0.3216,0.3055,0.1904,0.5051,0.1182,0.6003,0.5966,0.6085,0.18,-0.0065,1.0951,late_night,83.09,84.78,0.3974,0.7778,Critical
WEST BANGALORE,Bi-directional,12.922396,77.48298,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.59,0.27,0.442,0.127,0.006,0.093,0.316,0.087,0.264,8,0.2736,0.2286,0.5274,0.1296,0.7191,0.5431,0.8857,0.5247,0.5198,11.56,0.3927,0.517,0.3965,1.0,0.1296,0.0348,0.3169,0.2809,0.2286,0.5274,0.1241,0.5836,0.6039,0.6085,0.18,-0.0036,1.0951,late_night,57.71,84.19,0.3982,0.7778,Moderate
WEST BANGALORE,Bi-directional,12.916928,77.48545,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.11,0.69,0.42,0.104,0.333,0.295,0.402,0.158,0.363,8,0.3079,0.2687,0.4611,0.1325,0.6956,0.6167,0.7691,0.5375,0.5423,13.65,0.4099,0.499,0.4687,1.0,0.1325,0.0632,0.3174,0.3044,0.2687,0.4611,0.1095,0.5737,0.5885,0.6085,0.18,-0.0145,1.0951,late_night,50.82,81.92,0.4792,0.6857,Moderate
WEST BANGALORE,Bi-directional,12.923379,77.48905,Kengeri,Kengeri,,tertiary,tertiary,none,7.5m,30.0,0.52,0.55,0.485,0.141,0.421,0.079,0.38,0.158,0.349,6,0.3505,0.2513,0.6305,0.1398,0.731,0.5291,0.8645,0.6072,0.6095,12.84,0.4544,0.531,0.4435,0.9742,0.1398,0.0632,0.3181,0.269,0.2513,0.6305,0.1235,0.5957,0.5966,0.6085,0.18,-0.0072,1.0951,late_night,95.11,84.4,0.1,1.0,Critical
WEST BANGALORE,Bi-directional,12.920905,77.48433,Kengeri,Kengeri,6th Cross Road,residential,residential,none,7.5m,30.0,0.24,0.24,0.434,0.105,0.208,0.191,0.342,0.142,0.258,6,0.2602,0.2159,0.4859,0.1268,0.6991,0.4182,0.9622,0.5889,0.4024,11.97,0.3924,0.57,0.4282,1.0,0.1268,0.0568,0.3246,0.3009,0.2159,0.4859,0.1205,0.5962,0.5989,0.6085,0.18,-0.006,1.0951,late_night,57.77,84.63,0.3976,0.7778,Moderate
WEST BANGALORE,Bi-directional,12.915778,77.48008,Kengeri,Kengeri,,secondary,secondary,none,7.5m,40.0,0.43,0.61,0.43,0.146,0.103,0.089,0.254,0.123,0.39,6,0.3789,0.2999,0.495,0.1331,0.7663,0.5926,0.8079,0.4794,0.6059,12.55,0.4227,0.43,0.2356,0.9316,0.1331,0.0492,0.3116,0.2337,0.2999,0.495,0.122,0.5167,0.5626,0.6085,0.18,-0.0075,1.0951,late_night,57.93,78.24,0.4063,0.7778,Moderate
WEST BANGALORE,Bi-directional,12.920207,77.47698,Kengeri,Kengeri,,tertiary,tertiary,none,7.5m,30.0,0.18,0.58,0.453,0.144,0.254,0.183,0.251,0.192,0.322,4,0.3051,0.2608,0.6718,0.1334,0.7299,0.4919,0.9037,0.5448,0.5415,13.41,0.4746,0.501,0.1904,1.0,0.1334,0.0768,0.3209,0.2701,0.2608,0.6718,0.14,0.5638,0.5866,0.6085,0.18,-0.0017,1.0951,late_night,65.46,82.63,0.4003,0.7778,High
WEST BANGALORE,Bi-directional,12.918876,77.48699,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.55,0.56,0.431,0.118,0.185,0.173,0.303,0.105,0.333,6,0.3125,0.2299,0.408,0.13,0.7177,0.519,0.8998,0.54,0.5751,13.86,0.3992,0.413,0.3548,1.0,0.13,0.042,0.3211,0.2823,0.2299,0.408,0.1257,0.5635,0.5885,0.6085,0.18,-0.0096,1.0951,late_night,60.17,81.78,0.4015,0.7778,High
WEST BANGALORE,Bi-directional,12.921123,77.4776,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.15,0.54,0.358,0.137,0.428,0.277,0.311,0.099,0.298,6,0.247,0.1983,0.6056,0.108,0.6952,0.4892,0.8945,0.5784,0.4633,11.74,0.4351,0.476,0.1999,1.0,0.108,0.0396,0.3136,0.3048,0.1983,0.6056,0.1359,0.5625,0.5866,0.6085,0.18,-0.0018,1.0951,late_night,40.42,82.53,0.4004,0.7778,Moderate
WEST BANGALORE,Bi-directional,12.911539,77.483635,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.55,0.44,0.416,0.114,0.449,0.251,0.492,0.175,0.381,6,0.3109,0.249,0.442,0.1305,0.6656,0.4815,0.8287,0.5538,0.5602,12.8,0.4317,0.527,0.6694,1.0,0.1305,0.07,0.3379,0.3344,0.249,0.442,0.1109,0.6197,0.6183,0.6085,0.18,-0.013,1.0951,late_night,62.55,85.93,0.4737,0.6857,High
WEST BANGALORE,Bi-directional,12.924475,77.49072,Kengeri,Kengeri,,tertiary,tertiary,none,7.5m,30.0,0.53,0.21,0.499,0.138,0.394,0.115,0.354,0.193,0.381,6,0.3337,0.2377,0.5112,0.1432,0.7267,0.4749,0.9533,0.5877,0.5368,14.17,0.4301,0.439,0.4349,0.9995,0.1432,0.0772,0.3081,0.2733,0.2377,0.5112,0.1246,0.5966,0.6001,0.6085,0.18,-0.008,1.0951,late_night,82.27,84.46,0.5048,0.6486,Critical
WEST BANGALORE,Bi-directional,12.922096,77.48229,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.2,0.4,0.433,0.129,0.007,0.298,0.379,0.149,0.257,6,0.2483,0.2012,0.5334,0.1276,0.6785,0.5205,0.803,0.6137,0.4818,11.09,0.4439,0.58,0.5061,1.0,0.1276,0.0596,0.3346,0.3215,0.2012,0.5334,0.1241,0.6034,0.6039,0.6085,0.18,-0.0035,1.0951,late_night,96.88,85.51,0.3964,0.7778,Critical
WEST BANGALORE,Bi-directional,12.911669,77.47996,Kengeri,Kengeri,2nd Main Road,residential,residential,none,7.5m,30.0,0.32,0.42,0.369,0.121,0.385,0.121,0.316,0.182,0.281,8,0.3023,0.24,0.4902,0.1125,0.7054,0.5771,0.7921,0.5343,0.5008,11.36,0.4195,0.462,0.4052,1.0,0.1125,0.0728,0.3261,0.2946,0.24,0.4902,0.1264,0.5716,0.5745,0.6085,0.18,-0.0067,1.0951,late_night,78.34,82.25,0.4008,0.7778,High
WEST BANGALORE,Bi-directional,12.915438,77.480934,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.29,0.32,0.413,0.126,0.289,0.245,0.46,0.186,0.254,6,0.2687,0.2361,0.2648,0.129,0.6774,0.4727,0.9467,0.5967,0.4755,11.8,0.392,0.462,0.6479,1.0,0.129,0.0744,0.3349,0.3226,0.2361,0.2648,0.1005,0.6072,0.5626,0.6085,0.18,-0.01,1.0951,late_night,76.94,83.91,0.3985,0.7778,High
WEST BANGALORE,Bi-directional,12.915967,77.47987,Kengeri,Kengeri,,secondary,secondary,none,7.5m,40.0,0.21,0.6,0.404,0.155,0.382,0.13,0.234,0.096,0.421,6,0.3196,0.2996,0.4496,0.1267,0.7498,0.6078,0.7704,0.4502,0.5181,12.49,0.4505,0.399,0.0949,1.0,0.1267,0.0384,0.3021,0.2502,0.2996,0.4496,0.127,0.4955,0.5715,0.6085,0.18,-0.0069,1.0951,late_night,46.65,77.15,0.4078,0.7778,Moderate
WEST BANGALORE,Bi-directional,12.924312,77.487434,Kengeri,Kengeri,,residential,residential,none,7.5m,30.0,0.13,0.52,0.43,0.127,0.053,0.168,0.371,0.116,0.279,6,0.2481,0.2019,0.4806,0.1242,0.7019,0.5058,0.8534,0.5801,0.4237,10.59,0.3939,0.448,0.6094,1.0,0.1242,0.0464,0.3284,0.2981,0.2019,0.4806,0.1182,0.6184,0.6184,0.6085,0.18,-0.0051,1.0951,late_night,83.22,86.72,0.1,1.0,Critical
WEST BANGALORE,Bi-directional,12.916744,77.482346,Kengeri,Kengeri,2nd Cross Road,residential,residential,none,7.5m,30.0,0.56,0.26,0.394,0.107,0.346,0.111,0.307,0.182,0.308,6,0.3168,0.258,0.4801,0.1243,0.7261,0.4484,0.8955,0.5081,0.51,11.59,0.412,0.523,0.2551,1.0,0.1243,0.0728,0.3116,0.2739,0.258,0.4801,0.1069,0.5496,0.5863,0.6085,0.18,-0.0124,1.0951,late_night,84.9,80.52,0.4032,0.7778,Critical
