edge_id,source_node,destination_node,lat,lng,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count,zone,source_area,destination_area,road_name,road_type,highway_type,zone_type,static_component,graph_component,static_distance_km,static_travel_time_min
EDGE_7399_23650,7399,23650,12.908903,77.556281,,30.0,0.22,0.67,0.563,0.243,0.448,0.385,0.523,0.588,0.467,0.352,0.098,0.371,0.425,0.512,0.489,2.69,0.465,0.173,0.358,0.363,0.454,2,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.32851568661081243,-3.4008602310411685e-06,0.7763908018784824,1.5527816037569648
EDGE_7400_23651,7400,23651,12.900624,77.561709,,30.0,0.54,0.55,0.596,0.297,0.366,0.506,0.48,0.582,0.331,0.363,0.076,0.421,0.508,0.431,0.441,4.97,0.568,0.055,0.369,0.347,0.481,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.19222392044596673,-3.4008602310411685e-06,0.7764033274903137,1.5528066549806274
EDGE_7401_23652,7401,23652,12.90818,77.558281,,30.0,0.58,0.25,0.495,0.232,0.213,0.533,0.516,0.602,0.495,0.309,0.168,0.501,0.47,0.404,0.454,0.38,0.497,0.058,0.374,0.283,0.526,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.2421631196779834,-3.4008602310411685e-06,0.7763918960387536,1.5527837920775072
EDGE_7402_23653,7402,23653,12.899967,77.563313,,30.0,0.18,0.57,0.537,0.224,0.458,0.598,0.52,0.478,0.376,0.315,0.143,0.398,0.55,0.411,0.427,2.75,0.549,0.249,0.344,0.31,0.465,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.31523765095284656,-3.4008602310411685e-06,0.77640432116129,1.55280864232258
EDGE_7403_23654,7403,23654,12.907624,77.557934,,30.0,0.15,0.4,0.518,0.297,0.335,0.829,0.527,0.504,0.442,0.358,0.157,0.369,0.518,0.387,0.501,3.88,0.502,0.208,0.343,0.396,0.573,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.3714378097847852,-3.4008602310411685e-06,0.7763927374278107,1.5527854748556214
EDGE_7404_23655,7404,23655,12.906064,77.560616,,30.0,0.12,0.59,0.549,0.291,0.288,0.127,0.469,0.545,0.338,0.319,0.075,0.419,0.582,0.407,0.421,3.22,0.527,0.134,0.329,0.298,0.342,8,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,49th Main Road,residential,residential,Residential Hub,0.2040001101231489,-3.4008602310411685e-06,0.7763950979746445,1.552790195949289
EDGE_23656_23657,23656,23657,12.904325,77.555064,,30.0,0.16,0.63,0.585,0.259,0.02,0.225,0.455,0.57,0.451,0.353,0.186,0.338,0.555,0.468,0.475,3.17,0.52,0.155,0.307,0.368,0.386,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.32983020242015465,-3.4008602310411685e-06,0.7763977290574766,1.5527954581149532
EDGE_23658_23659,23658,23659,12.909045,77.554698,,30.0,0.25,0.2,0.586,0.224,0.033,0.345,0.399,0.462,0.471,0.3,0.072,0.433,0.467,0.405,0.415,1.5,0.387,0.068,0.304,0.268,0.514,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.2370876355350719,-3.4008602310411685e-06,0.776390586974282,1.552781173948564
EDGE_7407_23660,7407,23660,12.902628,77.557326,,30.0,0.44,0.41,0.529,0.269,0.093,0.256,0.422,0.55,0.394,0.289,0.142,0.432,0.606,0.35,0.394,4.34,0.433,0.102,0.398,0.304,0.428,8,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.19115642029118907,-3.4008602310411685e-06,0.7764002962680011,1.5528005925360022
EDGE_7408_23661,7408,23661,12.908607,77.564718,,30.0,0.26,0.41,0.569,0.287,0.099,0.344,0.492,0.566,0.452,0.362,0.154,0.34,0.459,0.378,0.456,5.46,0.534,0.288,0.415,0.339,0.436,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,9th Cross Road,residential,residential,Residential Hub,0.35490114570476133,-3.4008602310411685e-06,0.7763912498405336,1.5527824996810673
EDGE_7409_23662,7409,23662,12.901166,77.562821,,30.0,0.46,0.29,0.538,0.246,0.256,0.729,0.404,0.491,0.333,0.354,0.134,0.498,0.467,0.432,0.444,1.25,0.43,0.237,0.403,0.35,0.534,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.2876311512501477,-3.4008602310411685e-06,0.7764025077131351,1.5528050154262703
EDGE_7410_23663,7410,23663,12.90666,77.557308,,30.0,0.35,0.67,0.571,0.237,0.397,0.64,0.498,0.513,0.485,0.333,0.058,0.442,0.535,0.383,0.445,2.36,0.492,0.278,0.322,0.322,0.471,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,2nd Cross Street,residential,residential,Residential Hub,0.3303088025046581,-3.4008602310411685e-06,0.7763941961569095,1.552788392313819
EDGE_23664_23665,23664,23665,12.910535,77.555022,,30.0,0.5,0.69,0.586,0.294,0.084,0.525,0.44,0.615,0.357,0.358,0.117,0.409,0.422,0.472,0.433,4.01,0.553,0.078,0.32,0.325,0.485,2,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.24984949993173805,-3.4008602310411685e-06,0.7763883318572699,1.5527766637145397
EDGE_7412_23666,7412,23666,12.906039,77.555637,,30.0,0.17,0.52,0.564,0.284,0.076,0.656,0.405,0.542,0.487,0.294,0.089,0.431,0.547,0.363,0.445,16.15,0.429,0.08,0.347,0.283,0.559,8,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,2nd Main Road,residential,residential,Residential Hub,0.2935617905198982,-3.4008602310411685e-06,0.7763951358016994,1.5527902716033988
EDGE_7413_23667,7413,23667,12.908215,77.554039,,30.0,0.16,0.29,0.48,0.258,0.111,0.146,0.439,0.5,0.42,0.316,0.061,0.426,0.499,0.382,0.414,3.68,0.41,0.106,0.292,0.305,0.435,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.20715807726363156,-3.4008602310411685e-06,0.7763918430724557,1.5527836861449114
EDGE_7414_23668,7414,23668,12.907491,77.554003,,30.0,0.47,0.21,0.503,0.294,0.343,0.287,0.398,0.591,0.409,0.36,0.147,0.475,0.446,0.46,0.406,2.73,0.47,0.181,0.421,0.362,0.42,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,Bright Way School Main Road,residential,residential,Residential Hub,0.23959833719542734,-3.4008602310411685e-06,0.7763929386901997,1.5527858773803993
EDGE_7415_23669,7415,23669,12.899772,77.564882,,30.0,0.37,0.66,0.573,0.271,0.322,0.74,0.409,0.52,0.355,0.334,0.093,0.377,0.5,0.528,0.486,3.05,0.49,0.231,0.413,0.372,0.515,4,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.35334105309769914,-3.4008602310411685e-06,0.7764046160771512,1.5528092321543023
EDGE_7416_23670,7416,23670,12.902784,77.561988,,30.0,0.53,0.56,0.474,0.297,0.02,0.814,0.476,0.606,0.479,0.352,0.143,0.411,0.497,0.391,0.495,5.65,0.55,0.096,0.417,0.349,0.575,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.33531838516012125,-3.4008602310411685e-06,0.7764000602856964,1.5528001205713928
EDGE_7417_23671,7417,23671,12.910308,77.558451,,30.0,0.45,0.56,0.632,0.271,0.059,0.142,0.528,0.646,0.335,0.52,0.107,0.555,0.64,0.311,0.369,5.58,0.54,0.298,0.512,0.572,0.3,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,tertiary,tertiary,Residential Hub,0.18002135551299972,-3.4008602310411685e-06,0.7763886754381485,1.552777350876297
EDGE_7418_23672,7418,23672,12.912137,77.561007,,30.0,0.42,0.38,0.55,0.257,0.355,0.471,0.512,0.571,0.45,0.319,0.169,0.475,0.476,0.402,0.486,2.8,0.493,0.115,0.34,0.316,0.515,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.2684275349563592,-3.4008602310411685e-06,0.7763859069504284,1.5527718139008568
EDGE_7419_23673,7419,23673,12.90564,77.558626,,30.0,0.56,0.3,0.577,0.277,0.186,0.862,0.436,0.542,0.359,0.325,0.133,0.425,0.533,0.474,0.481,2.78,0.449,0.28,0.339,0.294,0.522,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,8th Main Road,residential,residential,Residential Hub,0.3252101986073299,-3.4008602310411685e-06,0.7763957395120095,1.552791479024019
EDGE_7420_23674,7420,23674,12.908371,77.554788,,30.0,0.42,0.69,0.576,0.255,0.115,0.54,0.479,0.518,0.451,0.283,0.132,0.426,0.44,0.502,0.495,1.54,0.536,0.25,0.417,0.265,0.482,2,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.39118845794649376,-3.4008602310411685e-06,0.7763916069924282,1.5527832139848563
EDGE_7421_23675,7421,23675,12.904357,77.564668,,30.0,0.17,0.36,0.565,0.294,0.44,0.487,0.563,0.673,0.243,0.394,0.111,0.424,0.598,0.342,0.394,3.33,0.482,0.073,0.481,0.385,0.35,8,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,Pipeline Road,tertiary,tertiary,Residential Hub,0.12345557699897317,-3.4008602310411685e-06,0.7763976806449836,1.5527953612899672
EDGE_23676_23677,23676,23677,12.909205,77.557779,,30.0,0.59,0.64,0.559,0.278,0.479,0.723,0.428,0.543,0.379,0.353,0.115,0.464,0.531,0.43,0.453,3.68,0.502,0.177,0.41,0.338,0.51,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.2801352282435781,-3.4008602310411685e-06,0.7763903448259952,1.5527806896519905
EDGE_7423_23678,7423,23678,12.903034,77.565551,,30.0,0.23,0.36,0.574,0.271,0.305,0.445,0.414,0.491,0.499,0.332,0.158,0.412,0.44,0.482,0.468,15.89,0.507,0.169,0.342,0.361,0.474,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,5th Main Road,residential,residential,Residential Hub,0.3554891008202765,-3.4008602310411685e-06,0.7763996821032357,1.5527993642064715
EDGE_7424_23679,7424,23679,12.903014,77.561598,,40.0,0.48,0.27,0.55,0.278,0.376,0.751,0.594,0.661,0.263,0.481,0.134,0.546,0.594,0.274,0.337,4.22,0.544,0.11,0.461,0.502,0.4,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,14th Main Road,secondary,secondary,Residential Hub,0.09959249343001174,-3.4008602310411685e-06,0.7763997123580906,1.5527994247161812
EDGE_7425_23680,7425,23680,12.904129,77.561285,,30.0,0.37,0.64,0.534,0.258,0.025,0.473,0.5,0.586,0.334,0.343,0.2,0.438,0.502,0.383,0.411,2.82,0.549,0.224,0.344,0.349,0.468,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.27639575780920866,-3.4008602310411685e-06,0.7763980255814906,1.5527960511629813
EDGE_7426_23681,7426,23681,12.909928,77.558331,,30.0,0.51,0.33,0.555,0.279,0.077,0.785,0.427,0.602,0.461,0.381,0.101,0.466,0.472,0.411,0.413,3.69,0.466,0.149,0.31,0.38,0.487,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.2702416644572062,-3.4008602310411685e-06,0.7763892505826359,1.5527785011652717
EDGE_7427_23682,7427,23682,12.90857,77.556191,,30.0,0.45,0.35,0.516,0.272,0.255,0.893,0.493,0.624,0.381,0.385,0.082,0.431,0.529,0.421,0.463,3.06,0.456,0.269,0.362,0.376,0.536,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.2967952377069186,-3.4008602310411685e-06,0.7763913058350994,1.5527826116701988
EDGE_7428_23683,7428,23683,12.907574,77.55756,,30.0,0.5,0.26,0.52,0.259,0.12,0.663,0.428,0.525,0.483,0.326,0.086,0.495,0.358,0.453,0.506,4.83,0.454,0.237,0.303,0.335,0.525,2,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.34857497319111375,-3.4008602310411685e-06,0.7763928130905956,1.5527856261811912
EDGE_7429_23684,7429,23684,12.903408,77.556762,,30.0,0.21,0.29,0.485,0.244,0.218,0.884,0.415,0.526,0.385,0.399,0.128,0.344,0.446,0.469,0.474,2.29,0.508,0.13,0.347,0.363,0.564,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.34034620059140597,-3.4008602310411685e-06,0.776399116329191,1.552798232658382
EDGE_7430_23685,7430,23685,12.904988,77.566326,,30.0,0.12,0.37,0.572,0.232,0.179,0.539,0.427,0.473,0.335,0.319,0.192,0.311,0.402,0.486,0.463,0.61,0.434,0.281,0.372,0.293,0.483,4,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.37688794466238407,-3.4008602310411685e-06,0.7763967259876842,1.5527934519753683
EDGE_7431_23686,7431,23686,12.90673,77.553549,,30.0,0.51,0.32,0.502,0.289,0.39,0.227,0.489,0.568,0.442,0.314,0.108,0.448,0.56,0.457,0.476,2.91,0.458,0.172,0.313,0.299,0.47,8,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.23548629781853178,-3.4008602310411685e-06,0.7763940902361057,1.5527881804722115
EDGE_7432_23687,7432,23687,12.90962,77.55739,,30.0,0.17,0.29,0.528,0.288,0.234,0.744,0.461,0.595,0.345,0.321,0.165,0.38,0.471,0.48,0.462,2.54,0.456,0.258,0.402,0.296,0.501,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,2nd Main Road,residential,residential,Residential Hub,0.34005162778026293,-3.4008602310411685e-06,0.7763897167404993,1.5527794334809986
EDGE_7433_23688,7433,23688,12.912148,77.560734,,30.0,0.48,0.6,0.538,0.271,0.209,0.635,0.466,0.583,0.476,0.305,0.051,0.416,0.554,0.437,0.43,3.16,0.505,0.24,0.315,0.318,0.519,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.3032374479320513,-3.4008602310411685e-06,0.7763858902990123,1.5527717805980246
EDGE_7434_23689,7434,23689,12.910585,77.558329,,30.0,0.57,0.63,0.483,0.268,0.322,0.877,0.411,0.567,0.351,0.365,0.079,0.509,0.559,0.475,0.489,0.88,0.575,0.229,0.397,0.323,0.497,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.3152551885729503,-3.4008602310411685e-06,0.7763882561778859,1.5527765123557717
EDGE_7435_23690,7435,23690,12.900604,77.565204,,30.0,0.51,0.64,0.527,0.234,0.13,0.102,0.42,0.549,0.349,0.346,0.191,0.412,0.544,0.456,0.443,2.5,0.601,0.258,0.295,0.318,0.38,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,10th Cross Road,residential,residential,Residential Hub,0.2796785364671326,-3.4008602310411685e-06,0.7764033577397638,1.5528067154795275
EDGE_7436_23691,7436,23691,12.912513,77.562798,,30.0,0.43,0.43,0.492,0.258,0.279,0.744,0.435,0.608,0.481,0.325,0.154,0.405,0.502,0.414,0.418,9.2,0.502,0.187,0.381,0.356,0.493,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.3168488394656897,-3.4008602310411685e-06,0.7763853377670562,1.5527706755341124
EDGE_7437_23692,7437,23692,12.903631,77.557902,,30.0,0.57,0.46,0.502,0.261,0.417,0.207,0.468,0.577,0.404,0.321,0.105,0.5,0.507,0.447,0.413,3.78,0.515,0.141,0.347,0.359,0.423,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.1917566050825664,-3.4008602310411685e-06,0.7763987789751712,1.5527975579503424
EDGE_7438_23693,7438,23693,12.907485,77.558753,,30.0,0.36,0.7,0.518,0.259,0.436,0.85,0.518,0.515,0.391,0.363,0.108,0.469,0.559,0.476,0.49,1.85,0.5,0.087,0.406,0.362,0.545,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.2997535003821646,-3.4008602310411685e-06,0.7763929477696593,1.5527858955393186
EDGE_7439_23694,7439,23694,12.910854,77.566283,,30.0,0.33,0.28,0.535,0.242,0.261,0.711,0.481,0.512,0.369,0.334,0.077,0.411,0.466,0.47,0.44,2.99,0.529,0.247,0.373,0.334,0.544,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.3076614140503065,-3.4008602310411685e-06,0.7763878490179893,1.5527756980359786
EDGE_7440_23695,7440,23695,12.91192,77.566032,,30.0,0.19,0.2,0.528,0.233,0.449,0.111,0.433,0.491,0.356,0.335,0.144,0.33,0.496,0.451,0.462,3.42,0.441,0.123,0.344,0.357,0.386,6,SOUTH BANGALORE,Kumaraswamy Layout,Kumaraswamy Layout,UNKNOWN,residential,residential,Residential Hub,0.23316670589350588,-3.4008602310411685e-06,0.7763862354346823,1.5527724708693647
EDGE_7441_23696,7441,23696,12.916468,77.564707,,30.0,0.11,0.6,0.481,0.296,0.389,0.51,0.402,0.474,0.465,0.348,0.062,0.345,0.51,0.401,0.486,2.19,0.425,0.081,0.375,0.309,0.505,6,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.31968363900788205,-3.4008602310411685e-06,0.7763793497849537,1.5527586995699074
EDGE_23697_23698,23697,23698,12.913753,77.559755,,40.0,0.28,0.39,0.586,0.303,0.336,0.635,0.526,0.607,0.287,0.456,0.16,0.531,0.672,0.339,0.366,0.81,0.636,0.225,0.452,0.448,0.379,8,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,Subramanyapura Main Road,secondary,secondary,Residential Hub,0.20362702982267797,-3.4008602310411685e-06,0.7763834605606273,1.5527669211212547
EDGE_7443_23699,7443,23699,12.922365,77.553565,,30.0,0.18,0.51,0.477,0.291,0.075,0.154,0.501,0.516,0.464,0.362,0.151,0.379,0.498,0.417,0.45,2.73,0.536,0.087,0.335,0.327,0.439,6,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.28772806284427765,-3.4008602310411685e-06,0.7763704183032032,1.5527408366064064
EDGE_7444_23700,7444,23700,12.916292,77.550327,,30.0,0.39,0.38,0.504,0.276,0.425,0.241,0.456,0.554,0.391,0.288,0.188,0.439,0.489,0.485,0.451,2.08,0.474,0.171,0.357,0.281,0.477,4,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.2625961154316133,-3.4008602310411685e-06,0.7763796162912251,1.5527592325824502
EDGE_7445_23701,7445,23701,12.922778,77.55501,,30.0,0.38,0.28,0.483,0.288,0.429,0.293,0.504,0.534,0.458,0.363,0.093,0.408,0.482,0.447,0.424,8.12,0.454,0.109,0.39,0.405,0.444,6,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.23279988254805278,-3.4008602310411685e-06,0.7763697926353446,1.5527395852706891
EDGE_7446_23702,7446,23702,12.913735,77.55074,,30.0,0.14,0.23,0.493,0.24,0.085,0.31,0.458,0.524,0.393,0.319,0.09,0.377,0.396,0.459,0.455,8.72,0.466,0.217,0.379,0.338,0.394,4,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.30407155349720255,-3.4008602310411685e-06,0.7763834878116312,1.5527669756232625
EDGE_7447_23703,7447,23703,12.921266,77.55628,,30.0,0.44,0.56,0.537,0.231,0.313,0.479,0.455,0.59,0.475,0.281,0.096,0.46,0.569,0.406,0.499,3.25,0.552,0.299,0.411,0.314,0.488,6,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.3394625513147808,-3.4008602310411685e-06,0.7763720831228392,1.5527441662456785
EDGE_23704_23705,23704,23705,12.915715,77.562675,,30.0,0.45,0.37,0.591,0.271,0.142,0.476,0.472,0.588,0.484,0.359,0.05,0.41,0.406,0.514,0.478,4.08,0.492,0.225,0.303,0.38,0.467,2,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.3206951546454204,-3.4008602310411685e-06,0.7763804899834533,1.5527609799669067
EDGE_7449_23706,7449,23706,12.921967,77.55662,,30.0,0.41,0.29,0.497,0.266,0.209,0.123,0.485,0.562,0.385,0.367,0.187,0.39,0.545,0.364,0.403,5.44,0.457,0.105,0.298,0.377,0.366,8,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,2nd Cross Gururaja layout,residential,residential,Residential Hub,0.181190435410803,-3.4008602310411685e-06,0.7763710212289553,1.5527420424579106
EDGE_7450_23707,7450,23707,12.920432,77.556694,,30.0,0.4,0.58,0.566,0.231,0.233,0.84,0.448,0.514,0.464,0.277,0.135,0.461,0.392,0.474,0.509,4.01,0.478,0.14,0.364,0.294,0.53,2,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.3698706347162025,-3.4008602310411685e-06,0.7763733464169869,1.5527466928339737
EDGE_23708_23709,23708,23709,12.913465,77.562533,,30.0,0.43,0.58,0.478,0.271,0.054,0.394,0.429,0.597,0.368,0.375,0.117,0.372,0.505,0.384,0.456,1.81,0.488,0.09,0.373,0.389,0.41,6,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,10th Cross Road,residential,residential,Residential Hub,0.2397932651670325,-3.4008602310411685e-06,0.7763838965723286,1.5527677931446573
EDGE_7452_23710,7452,23710,12.916147,77.550955,,30.0,0.31,0.66,0.515,0.237,0.337,0.416,0.443,0.496,0.376,0.259,0.159,0.36,0.558,0.459,0.478,7.15,0.449,0.11,0.305,0.257,0.504,6,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.2818683736233741,-3.4008602310411685e-06,0.776379835853442,1.552759671706884
EDGE_7453_23711,7453,23711,12.925087,77.556732,,30.0,0.45,0.21,0.524,0.232,0.292,0.535,0.524,0.537,0.457,0.358,0.177,0.375,0.354,0.441,0.432,3.8,0.516,0.291,0.331,0.34,0.46,2,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.3439904296687431,-3.4008602310411685e-06,0.7763662942998041,1.5527325885996082
EDGE_7454_23712,7454,23712,12.912261,77.561157,,30.0,0.49,0.45,0.486,0.301,0.127,0.465,0.417,0.593,0.327,0.356,0.119,0.45,0.472,0.42,0.384,2.6,0.446,0.183,0.424,0.358,0.426,6,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.2238110631443933,-3.4008602310411685e-06,0.7763857192427701,1.5527714384855402
EDGE_7455_23713,7455,23713,12.915473,77.552105,,30.0,0.55,0.32,0.554,0.267,0.488,0.853,0.486,0.562,0.371,0.332,0.169,0.462,0.463,0.48,0.458,2.99,0.485,0.05,0.342,0.313,0.517,6,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.24377469721645198,-3.4008602310411685e-06,0.7763808564082518,1.5527617128165037
EDGE_7456_23714,7456,23714,12.916175,77.557936,,30.0,0.25,0.37,0.491,0.249,0.089,0.516,0.511,0.564,0.413,0.362,0.185,0.404,0.535,0.425,0.42,1.87,0.512,0.179,0.34,0.361,0.445,6,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,4th Cross Road,residential,residential,Residential Hub,0.29144750894306964,-3.4008602310411685e-06,0.7763797934554043,1.5527595869108086
EDGE_7457_23715,7457,23715,12.922646,77.560752,,30.0,0.17,0.55,0.675,0.271,0.303,0.3,0.567,0.663,0.207,0.499,0.064,0.465,0.526,0.42,0.39,6.63,0.55,0.08,0.447,0.457,0.356,4,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,30th Cross Road,tertiary,tertiary,Residential Hub,0.11739625737418724,-3.4008602310411685e-06,0.776369992608749,1.552739985217498
EDGE_7458_23716,7458,23716,12.916496,77.552638,,30.0,0.23,0.27,0.548,0.295,0.347,0.118,0.445,0.54,0.466,0.337,0.162,0.398,0.472,0.438,0.469,12.26,0.419,0.158,0.291,0.342,0.438,6,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.27501541166026156,-3.4008602310411685e-06,0.7763793073859085,1.552758614771817
EDGE_23717_23718,23717,23718,12.924468,77.561385,,30.0,0.48,0.26,0.567,0.297,0.469,0.361,0.409,0.522,0.437,0.338,0.145,0.398,0.539,0.397,0.491,4.49,0.545,0.101,0.321,0.317,0.484,6,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.2558954148036617,-3.4008602310411685e-06,0.7763672321971998,1.5527344643943997
EDGE_7460_23719,7460,23719,12.922117,77.552349,,30.0,0.28,0.6,0.493,0.243,0.458,0.131,0.503,0.518,0.47,0.381,0.145,0.442,0.503,0.453,0.434,8.51,0.447,0.261,0.314,0.362,0.402,6,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.30113480722752484,-3.4008602310411685e-06,0.7763707939977167,1.5527415879954334
EDGE_7461_23720,7461,23720,12.914676,77.556575,,30.0,0.38,0.36,0.513,0.257,0.496,0.749,0.523,0.538,0.347,0.327,0.066,0.48,0.529,0.409,0.46,11.64,0.54,0.258,0.337,0.327,0.459,6,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.26741588280463585,-3.4008602310411685e-06,0.776382063141025,1.55276412628205
EDGE_7462_23721,7462,23721,12.920691,77.556079,,30.0,0.48,0.52,0.563,0.274,0.395,0.275,0.522,0.522,0.394,0.369,0.196,0.451,0.551,0.483,0.44,8.97,0.453,0.053,0.329,0.339,0.431,6,SOUTH BANGALORE,Padmanabhanagar,Padmanabhanagar,UNKNOWN,residential,residential,Residential Hub,0.21514444467848365,-3.4008602310411685e-06,0.7763729541073676,1.5527459082147352
