edge_id,geometry_polyline,geometry_length,bearing,road_curvature
EDGE_27223_72296,"[[12.959592, 77.51954], [12.962092, 77.52204], [12.964592, 77.52454]]",0.7763,44.26,0.0
EDGE_72297_72298,"[[12.961019, 77.503075], [12.963519, 77.505575], [12.966019, 77.508075]]",0.7763,44.26,0.0
EDGE_27225_72299,"[[12.9601555, 77.49964], [12.9626555, 77.50214], [12.9651555, 77.50464]]",0.7763,44.26,0.0
EDGE_72300_72301,"[[12.961704, 77.494255], [12.964204, 77.496755], [12.966704, 77.499255]]",0.7763,44.26,0.0
EDGE_27227_72302,"[[12.956893, 77.493256], [12.959393, 77.495756], [12.961893, 77.498256]]",0.7763,44.26,0.0
EDGE_27228_72303,"[[12.95697, 77.49294], [12.95947, 77.49544], [12.96197, 77.49794]]",0.7763,44.26,0.0
EDGE_27229_72304,"[[12.955591, 77.492714], [12.958091, 77.495214], [12.960591, 77.497714]]",0.7763,44.26,0.0
EDGE_27230_72305,"[[12.956868, 77.49471], [12.959368, 77.49721], [12.961868, 77.49971]]",0.7763,44.26,0.0
EDGE_27231_72306,"[[12.940976, 77.49451], [12.943476, 77.49701], [12.945976, 77.49951]]",0.7763,44.26,0.0
EDGE_27232_72307,"[[12.944313, 77.49445], [12.946813, 77.49695], [12.949313, 77.49945]]",0.7763,44.26,0.0
EDGE_27233_72308,"[[12.944831, 77.49429], [12.947331, 77.49679], [12.949831, 77.49929]]",0.7763,44.26,0.0
EDGE_27234_72309,"[[12.944922, 77.49466], [12.947422, 77.49716], [12.949922, 77.49966]]",0.7763,44.26,0.0
EDGE_27235_72310,"[[12.9449005, 77.49484], [12.9474005, 77.49734], [12.9499005, 77.49984]]",0.7763,44.26,0.0
EDGE_27236_72311,"[[12.944025, 77.495544], [12.946525, 77.498044], [12.949025, 77.500544]]",0.7763,44.26,0.0
EDGE_27237_72312,"[[12.947961, 77.49434], [12.950461, 77.49684], [12.952961, 77.49934]]",0.7763,44.26,0.0
EDGE_27238_72313,"[[12.9483185, 77.49436], [12.9508185, 77.49686], [12.9533185, 77.49936]]",0.7763,44.26,0.0
EDGE_27239_72314,"[[12.947887, 77.494804], [12.950387, 77.497304], [12.952887, 77.499804]]",0.7763,44.26,0.0
EDGE_27240_72315,"[[12.949388, 77.493004], [12.951888, 77.495504], [12.954388, 77.498004]]",0.7763,44.26,0.0
EDGE_27241_72316,"[[12.951589, 77.493935], [12.954089, 77.496435], [12.956589, 77.498935]]",0.7763,44.26,0.0
EDGE_27242_72317,"[[12.951883, 77.493996], [12.954383, 77.496496], [12.956883, 77.498996]]",0.7763,44.26,0.0
EDGE_27243_72318,"[[12.952176, 77.494095], [12.954676, 77.496595], [12.957176, 77.499095]]",0.7763,44.26,0.0
EDGE_27244_72319,"[[12.952458, 77.49412], [12.954958, 77.49662], [12.957458, 77.49912]]",0.7763,44.26,0.0
EDGE_27245_72320,"[[12.952744, 77.49418], [12.955244, 77.49668], [12.957744, 77.49918]]",0.7763,44.26,0.0
EDGE_27246_72321,"[[12.953032, 77.494125], [12.955532, 77.496625], [12.958032, 77.499125]]",0.7763,44.26,0.0
EDGE_27247_72322,"[[12.936984, 77.49312], [12.939484, 77.49562], [12.941984, 77.49812]]",0.7763,44.26,0.0
EDGE_27248_72323,"[[12.93618, 77.493454], [12.93868, 77.495954], [12.94118, 77.498454]]",0.7763,44.26,0.0
EDGE_27249_72324,"[[12.936616, 77.494705], [12.939116, 77.497205], [12.941616, 77.499705]]",0.7763,44.26,0.0
EDGE_27250_72325,"[[12.936392, 77.49497], [12.938892, 77.49747], [12.941392, 77.49997]]",0.7763,44.26,0.0
EDGE_72326_72327,"[[12.936475, 77.49843], [12.938975, 77.50093], [12.941475, 77.50343]]",0.7763,44.26,0.0
EDGE_27252_72328,"[[12.936932, 77.49965], [12.939432, 77.50215], [12.941932, 77.50465]]",0.7763,44.26,0.0
EDGE_27253_72329,"[[12.93745, 77.49562], [12.93995, 77.49812], [12.94245, 77.50062]]",0.7763,44.26,0.0
EDGE_27254_72330,"[[12.954895, 77.497925], [12.957395, 77.500425], [12.959895, 77.502925]]",0.7763,44.26,0.0
EDGE_27255_72331,"[[12.954515, 77.50014], [12.957015, 77.50264], [12.959515, 77.50514]]",0.7763,44.26,0.0
EDGE_27256_72332,"[[12.95466, 77.500885], [12.95716, 77.503385], [12.95966, 77.505885]]",0.7763,44.26,0.0
EDGE_27257_72333,"[[12.953229, 77.4994], [12.955729, 77.5019], [12.958229, 77.5044]]",0.7763,44.26,0.0
EDGE_27258_72334,"[[12.952039, 77.4994], [12.954539, 77.5019], [12.957039, 77.5044]]",0.7763,44.26,0.0
EDGE_72335_72336,"[[12.951414, 77.499275], [12.953914, 77.501775], [12.956414, 77.504275]]",0.7763,44.26,0.0
EDGE_27260_72337,"[[12.949157, 77.49756], [12.951657, 77.50006], [12.954157, 77.50256]]",0.7763,44.26,0.0
EDGE_27261_72338,"[[12.94677, 77.49676], [12.94927, 77.49926], [12.95177, 77.50176]]",0.7763,44.26,0.0
EDGE_27262_72339,"[[12.946363, 77.495895], [12.948863, 77.498395], [12.951363, 77.500895]]",0.7763,44.26,0.0
EDGE_27263_72340,"[[12.945066, 77.49643], [12.947566, 77.49893], [12.950066, 77.50143]]",0.7763,44.26,0.0
EDGE_27264_72341,"[[12.945146, 77.49726], [12.947646, 77.49976], [12.950146, 77.50226]]",0.7763,44.26,0.0
EDGE_72342_72343,"[[12.943765, 77.49963], [12.946265, 77.50213], [12.948765, 77.50463]]",0.7763,44.26,0.0
EDGE_27266_72344,"[[12.9440975, 77.50064], [12.9465975, 77.50314], [12.9490975, 77.50564]]",0.7763,44.26,0.0
EDGE_27267_72345,"[[12.941423, 77.50403], [12.943923, 77.50653], [12.946423, 77.50903]]",0.7763,44.26,0.0
EDGE_27268_72346,"[[12.942061, 77.504135], [12.944561, 77.506635], [12.947061, 77.509135]]",0.7763,44.26,0.0
EDGE_27269_72347,"[[12.943937, 77.50309], [12.946437, 77.50559], [12.948937, 77.50809]]",0.7763,44.26,0.0
EDGE_27270_72348,"[[12.94619, 77.50222], [12.94869, 77.50472], [12.95119, 77.50722]]",0.7763,44.26,0.0
EDGE_27271_72349,"[[12.9465065, 77.50214], [12.9490065, 77.50464], [12.9515065, 77.50714]]",0.7763,44.26,0.0
EDGE_27272_72350,"[[12.946691, 77.50188], [12.949191, 77.50438], [12.951691, 77.50688]]",0.7763,44.26,0.0
EDGE_27273_72351,"[[12.947477, 77.501434], [12.949977, 77.503934], [12.952477, 77.506434]]",0.7763,44.26,0.0
EDGE_27274_72352,"[[12.940561, 77.50649], [12.943061, 77.50899], [12.945561, 77.51149]]",0.7763,44.26,0.0
EDGE_27275_72353,"[[12.949331, 77.507324], [12.951831, 77.509824], [12.954331, 77.512324]]",0.7763,44.26,0.0
EDGE_27276_72354,"[[12.952226, 77.498215], [12.954726, 77.500715], [12.957226, 77.503215]]",0.7763,44.26,0.0
EDGE_27277_72355,"[[12.962148, 77.49881], [12.964648, 77.50131], [12.967148, 77.50381]]",0.7763,44.26,0.0
EDGE_27278_72356,"[[12.96017, 77.493866], [12.96267, 77.496366], [12.96517, 77.498866]]",0.7763,44.26,0.0
EDGE_27279_72357,"[[12.948568, 77.49539], [12.951068, 77.49789], [12.953568, 77.50039]]",0.7763,44.26,0.0
EDGE_27280_72358,"[[12.949383, 77.49606], [12.951883, 77.49856], [12.954383, 77.50106]]",0.7763,44.26,0.0
EDGE_27281_72359,"[[12.952453, 77.49311], [12.954953, 77.49561], [12.957453, 77.49811]]",0.7763,44.26,0.0
EDGE_27282_72360,"[[12.961971, 77.50273], [12.964471, 77.50523], [12.966971, 77.50773]]",0.7763,44.26,0.0
EDGE_27283_72361,"[[12.944783, 77.49694], [12.947283, 77.49944], [12.949783, 77.50194]]",0.7763,44.26,0.0
EDGE_27284_72362,"[[12.953906, 77.49318], [12.956406, 77.49568], [12.958906, 77.49818]]",0.7763,44.26,0.0
EDGE_72363_72364,"[[12.944205, 77.49925], [12.946705, 77.50175], [12.949205, 77.50425]]",0.7763,44.26,0.0
EDGE_27286_72365,"[[12.936641, 77.49579], [12.939141, 77.49829], [12.941641, 77.50079]]",0.7763,44.26,0.0
EDGE_27287_72366,"[[12.9611025, 77.49379], [12.9636025, 77.49629], [12.9661025, 77.49879]]",0.7763,44.26,0.0
EDGE_27288_72367,"[[12.960848, 77.51269], [12.963348, 77.51519], [12.965848, 77.51769]]",0.7763,44.26,0.0
EDGE_27289_72368,"[[12.960794, 77.51254], [12.963294, 77.51504], [12.965794, 77.51754]]",0.7763,44.26,0.0
EDGE_27290_72369,"[[12.957563, 77.51951], [12.960063, 77.52201], [12.962563, 77.52451]]",0.7763,44.26,0.0
EDGE_27293_72373,"[[12.951601, 77.50027], [12.954101, 77.50277], [12.956601, 77.50527]]",0.7763,44.26,0.0
EDGE_27294_72374,"[[12.953948, 77.49995], [12.956448, 77.50245], [12.958948, 77.50495]]",0.7763,44.26,0.0
EDGE_27295_72375,"[[12.952022, 77.49974], [12.954522, 77.50224], [12.957022, 77.50474]]",0.7763,44.26,0.0
EDGE_27299_72380,"[[12.959762, 77.51961], [12.962262, 77.52211], [12.964762, 77.52461]]",0.7763,44.26,0.0
EDGE_27300_72381,"[[12.94375, 77.49519], [12.94625, 77.49769], [12.94875, 77.50019]]",0.7763,44.26,0.0
EDGE_27301_72382,"[[12.943783, 77.49556], [12.946283, 77.49806], [12.948783, 77.50056]]",0.7763,44.26,0.0
EDGE_27302_72383,"[[12.949345, 77.498474], [12.951845, 77.500974], [12.954345, 77.503474]]",0.7763,44.26,0.0
EDGE_27303_72384,"[[12.949622, 77.49793], [12.952122, 77.50043], [12.954622, 77.50293]]",0.7763,44.26,0.0
EDGE_27304_72385,"[[12.936705, 77.49416], [12.939205, 77.49666], [12.941705, 77.49916]]",0.7763,44.26,0.0
EDGE_27305_72386,"[[12.936127, 77.49568], [12.938627, 77.49818], [12.941127, 77.50068]]",0.7763,44.26,0.0
EDGE_27306_72387,"[[12.93613, 77.49593], [12.93863, 77.49843], [12.94113, 77.50093]]",0.7763,44.26,0.0
EDGE_27307_72388,"[[12.935936, 77.49618], [12.938436, 77.49868], [12.940936, 77.50118]]",0.7763,44.26,0.0
EDGE_27308_72389,"[[12.950894, 77.49937], [12.953394, 77.50187], [12.955894, 77.50437]]",0.7763,44.26,0.0
EDGE_27309_72390,"[[12.951259, 77.49476], [12.953759, 77.49726], [12.956259, 77.49976]]",0.7763,44.26,0.0
EDGE_27310_72391,"[[12.941228, 77.52461], [12.943728, 77.52711], [12.946228, 77.52961]]",0.7763,44.26,0.0
EDGE_27311_72392,"[[12.92789, 77.50157], [12.93039, 77.50407], [12.93289, 77.50657]]",0.7764,44.26,0.0
EDGE_27312_72393,"[[12.929929, 77.49873], [12.932429, 77.50123], [12.934929, 77.50373]]",0.7764,44.26,0.0
EDGE_27313_72394,"[[12.930987, 77.49924], [12.933487, 77.50174], [12.935987, 77.50424]]",0.7764,44.26,0.0
EDGE_27314_72395,"[[12.931788, 77.49893], [12.934288, 77.50143], [12.936788, 77.50393]]",0.7764,44.26,0.0
EDGE_27315_72396,"[[12.930904, 77.50001], [12.933404, 77.50251], [12.935904, 77.50501]]",0.7764,44.26,0.0
EDGE_27316_72397,"[[12.930605, 77.50006], [12.933105, 77.50256], [12.935605, 77.50506]]",0.7764,44.26,0.0
EDGE_27317_72398,"[[12.931365, 77.49975], [12.933865, 77.50225], [12.936365, 77.50475]]",0.7764,44.26,0.0
EDGE_27318_72399,"[[12.931171, 77.500244], [12.933671, 77.502744], [12.936171, 77.505244]]",0.7764,44.26,0.0
EDGE_27319_72400,"[[12.9314995, 77.49909], [12.9339995, 77.50159], [12.9364995, 77.50409]]",0.7764,44.26,0.0
EDGE_27320_72401,"[[12.941489, 77.52395], [12.943989, 77.52645], [12.946489, 77.52895]]",0.7763,44.26,0.0
EDGE_27321_72402,"[[12.941955, 77.52405], [12.944455, 77.52655], [12.946955, 77.52905]]",0.7763,44.26,0.0
EDGE_27322_72403,"[[12.940654, 77.52535], [12.943154, 77.52785], [12.945654, 77.53035]]",0.7763,44.26,0.0
EDGE_27323_72404,"[[12.925097, 77.49904], [12.927597, 77.50154], [12.930097, 77.50404]]",0.7764,44.26,0.0
EDGE_27324_72405,"[[12.926497, 77.4989], [12.928997, 77.5014], [12.931497, 77.5039]]",0.7764,44.26,0.0
EDGE_27325_72406,"[[12.928357, 77.502975], [12.930857, 77.505475], [12.933357, 77.507975]]",0.7764,44.26,0.0
EDGE_27326_72407,"[[12.94252, 77.52532], [12.94502, 77.52782], [12.94752, 77.53032]]",0.7763,44.26,0.0
EDGE_72408_72409,"[[12.94242, 77.525375], [12.94492, 77.527875], [12.94742, 77.530375]]",0.7763,44.26,0.0
EDGE_27328_72410,"[[12.942772, 77.52507], [12.945272, 77.52757], [12.947772, 77.53007]]",0.7763,44.26,0.0
EDGE_27329_72411,"[[12.943511, 77.52522], [12.946011, 77.52772], [12.948511, 77.53022]]",0.7763,44.26,0.0
EDGE_27330_72412,"[[12.930314, 77.50138], [12.932814, 77.50388], [12.935314, 77.50638]]",0.7764,44.26,0.0
EDGE_27331_72413,"[[12.93157, 77.50006], [12.93407, 77.50256], [12.93657, 77.50506]]",0.7764,44.26,0.0
EDGE_27332_72414,"[[12.931469, 77.500496], [12.933969, 77.502996], [12.936469, 77.505496]]",0.7764,44.26,0.0
EDGE_27333_72415,"[[12.930827, 77.50058], [12.933327, 77.50308], [12.935827, 77.50558]]",0.7764,44.26,0.0
EDGE_72416_72417,"[[12.942638, 77.524445], [12.945138, 77.526945], [12.947638, 77.529445]]",0.7763,44.26,0.0
EDGE_27335_72418,"[[12.942941, 77.52448], [12.945441, 77.52698], [12.947941, 77.52948]]",0.7763,44.26,0.0
EDGE_27336_72419,"[[12.942888, 77.52465], [12.945388, 77.52715], [12.947888, 77.52965]]",0.7763,44.26,0.0
EDGE_27337_72420,"[[12.942076, 77.524506], [12.944576, 77.527006], [12.947076, 77.529506]]",0.7763,44.26,0.0
EDGE_27338_72421,"[[12.941787, 77.524635], [12.944287, 77.527135], [12.946787, 77.529635]]",0.7763,44.26,0.0
EDGE_27339_72422,"[[12.941904, 77.5243], [12.944404, 77.5268], [12.946904, 77.5293]]",0.7763,44.26,0.0
EDGE_27340_72423,"[[12.941579, 77.52536], [12.944079, 77.52786], [12.946579, 77.53036]]",0.7763,44.26,0.0
EDGE_27341_72424,"[[12.942321, 77.52446], [12.944821, 77.52696], [12.947321, 77.52946]]",0.7763,44.26,0.0
EDGE_27342_72425,"[[12.942377, 77.52426], [12.944877, 77.52676], [12.947377, 77.52926]]",0.7763,44.26,0.0
EDGE_27343_72426,"[[12.942599, 77.52545], [12.945099, 77.52795], [12.947599, 77.53045]]",0.7763,44.26,0.0
EDGE_27344_72427,"[[12.94356, 77.525696], [12.94606, 77.528196], [12.94856, 77.530696]]",0.7763,44.26,0.0
EDGE_27345_72428,"[[12.9299, 77.50052], [12.9324, 77.50302], [12.9349, 77.50552]]",0.7764,44.26,0.0
EDGE_27346_72429,"[[12.930159, 77.499504], [12.932659, 77.502004], [12.935159, 77.504504]]",0.7764,44.26,0.0
EDGE_27347_72430,"[[12.9296875, 77.5001], [12.9321875, 77.5026], [12.9346875, 77.5051]]",0.7764,44.26,0.0
EDGE_27348_72431,"[[12.929512, 77.50039], [12.932012, 77.50289], [12.934512, 77.50539]]",0.7764,44.26,0.0
EDGE_27349_72432,"[[12.928879, 77.5006], [12.931379, 77.5031], [12.933879, 77.5056]]",0.7764,44.26,0.0
EDGE_72433_72434,"[[12.928525, 77.5011], [12.931025, 77.5036], [12.933525, 77.5061]]",0.7764,44.26,0.0
EDGE_27351_72435,"[[12.930554, 77.49896], [12.933054, 77.50146], [12.935554, 77.50396]]",0.7764,44.26,0.0
EDGE_27352_72436,"[[12.929054, 77.50171], [12.931554, 77.50421], [12.934054, 77.50671]]",0.7764,44.26,0.0
EDGE_27353_72437,"[[12.94318, 77.524605], [12.94568, 77.527105], [12.94818, 77.529605]]",0.7763,44.26,0.0
EDGE_27354_72438,"[[12.929274, 77.50063], [12.931774, 77.50313], [12.934274, 77.50563]]",0.7764,44.26,0.0
EDGE_72439_72440,"[[12.947515, 77.53426], [12.950015, 77.53676], [12.952515, 77.53926]]",0.7763,44.26,0.0
EDGE_27356_72441,"[[12.947584, 77.5337], [12.950084, 77.5362], [12.952584, 77.5387]]",0.7763,44.26,0.0
EDGE_27357_72442,"[[12.944429, 77.52966], [12.946929, 77.53216], [12.949429, 77.53466]]",0.7763,44.26,0.0
EDGE_27358_72443,"[[12.945244, 77.52862], [12.947744, 77.53112], [12.950244, 77.53362]]",0.7763,44.26,0.0
EDGE_27359_72444,"[[12.943215, 77.5447], [12.945715, 77.5472], [12.948215, 77.5497]]",0.7763,44.26,0.0
EDGE_27360_72445,"[[12.943392, 77.544975], [12.945892, 77.547475], [12.948392, 77.549975]]",0.7763,44.26,0.0
EDGE_27361_72446,"[[12.943422, 77.53683], [12.945922, 77.53933], [12.948422, 77.54183]]",0.7763,44.26,0.0
EDGE_27362_72447,"[[12.943576, 77.53679], [12.946076, 77.53929], [12.948576, 77.54179]]",0.7763,44.26,0.0
EDGE_72448_72449,"[[12.941051, 77.547325], [12.943551, 77.549825], [12.946051, 77.552325]]",0.7763,44.26,0.0
EDGE_72450_72451,"[[12.950618, 77.537735], [12.953118, 77.540235], [12.955618, 77.542735]]",0.7763,44.26,0.0
EDGE_27365_72452,"[[12.950464, 77.537796], [12.952964, 77.540296], [12.955464, 77.542796]]",0.7763,44.26,0.0
EDGE_27366_72453,"[[12.9509325, 77.53873], [12.9534325, 77.54123], [12.9559325, 77.54373]]",0.7763,44.26,0.0
EDGE_27367_72454,"[[12.949818, 77.538765], [12.952318, 77.541265], [12.954818, 77.543765]]",0.7763,44.26,0.0
EDGE_27368_72455,"[[12.956566, 77.53443], [12.959066, 77.53693], [12.961566, 77.53943]]",0.7763,44.26,0.0
EDGE_27369_72456,"[[12.956576, 77.53456], [12.959076, 77.53706], [12.961576, 77.53956]]",0.7763,44.26,0.0
EDGE_27370_72457,"[[12.955776, 77.53469], [12.958276, 77.53719], [12.960776, 77.53969]]",0.7763,44.26,0.0
EDGE_27371_72458,"[[12.957758, 77.53415], [12.960258, 77.53665], [12.962758, 77.53915]]",0.7763,44.26,0.0
EDGE_27372_72459,"[[12.956343, 77.549736], [12.958843, 77.552236], [12.961343, 77.554736]]",0.7763,44.26,0.0
EDGE_27373_72460,"[[12.956704, 77.54911], [12.959204, 77.55161], [12.961704, 77.55411]]",0.7763,44.26,0.0
EDGE_27374_72461,"[[12.955823, 77.54685], [12.958323, 77.54935], [12.960823, 77.55185]]",0.7763,44.26,0.0
EDGE_27375_72462,"[[12.953527, 77.54535], [12.956027, 77.54785], [12.958527, 77.55035]]",0.7763,44.26,0.0
EDGE_27376_72463,"[[12.952624, 77.54444], [12.955124, 77.54694], [12.957624, 77.54944]]",0.7763,44.26,0.0
EDGE_27377_72464,"[[12.950714, 77.55061], [12.953214, 77.55311], [12.955714, 77.55561]]",0.7763,44.26,0.0
EDGE_27378_72465,"[[12.950806, 77.55076], [12.953306, 77.55326], [12.955806, 77.55576]]",0.7763,44.26,0.0
EDGE_27379_72466,"[[12.944741, 77.53862], [12.947241, 77.54112], [12.949741, 77.54362]]",0.7763,44.26,0.0
EDGE_27380_72467,"[[12.94534, 77.53881], [12.94784, 77.54131], [12.95034, 77.54381]]",0.7763,44.26,0.0
EDGE_27381_72468,"[[12.945384, 77.53833], [12.947884, 77.54083], [12.950384, 77.54333]]",0.7763,44.26,0.0
EDGE_27382_72469,"[[12.948767, 77.53948], [12.951267, 77.54198], [12.953767, 77.54448]]",0.7763,44.26,0.0
EDGE_27383_72470,"[[12.956924, 77.5312], [12.959424, 77.5337], [12.961924, 77.5362]]",0.7763,44.26,0.0
EDGE_27384_72471,"[[12.95613, 77.53073], [12.95863, 77.53323], [12.96113, 77.53573]]",0.7763,44.26,0.0
EDGE_27385_72472,"[[12.957112, 77.5284], [12.959612, 77.5309], [12.962112, 77.5334]]",0.7763,44.26,0.0
EDGE_27386_72473,"[[12.957077, 77.5285], [12.959577, 77.531], [12.962077, 77.5335]]",0.7763,44.26,0.0
EDGE_27387_72474,"[[12.95731, 77.52846], [12.95981, 77.53096], [12.96231, 77.53346]]",0.7763,44.26,0.0
EDGE_27388_72475,"[[12.957381, 77.528366], [12.959881, 77.530866], [12.962381, 77.533366]]",0.7763,44.26,0.0
EDGE_27389_72476,"[[12.957233, 77.52831], [12.959733, 77.53081], [12.962233, 77.53331]]",0.7763,44.26,0.0
EDGE_27390_72477,"[[12.958457, 77.526405], [12.960957, 77.528905], [12.963457, 77.531405]]",0.7763,44.26,0.0
EDGE_27391_72478,"[[12.958253, 77.52653], [12.960753, 77.52903], [12.963253, 77.53153]]",0.7763,44.26,0.0
EDGE_27392_72479,"[[12.959111, 77.52502], [12.961611, 77.52752], [12.964111, 77.53002]]",0.7763,44.26,0.0
EDGE_27393_72480,"[[12.9587965, 77.52528], [12.9612965, 77.52778], [12.9637965, 77.53028]]",0.7763,44.26,0.0
EDGE_27394_72481,"[[12.959292, 77.5237], [12.961792, 77.5262], [12.964292, 77.5287]]",0.7763,44.26,0.0
EDGE_27395_72482,"[[12.957131, 77.534164], [12.959631, 77.536664], [12.962131, 77.539164]]",0.7763,44.26,0.0
EDGE_72483_72484,"[[12.957665, 77.53381], [12.960165, 77.53631], [12.962665, 77.53881]]",0.7763,44.26,0.0
EDGE_27397_72485,"[[12.957907, 77.53387], [12.960407, 77.53637], [12.962907, 77.53887]]",0.7763,44.26,0.0
EDGE_27398_72486,"[[12.939777, 77.540215], [12.942277, 77.542715], [12.944777, 77.545215]]",0.7763,44.26,0.0
EDGE_27399_72487,"[[12.939638, 77.538994], [12.942138, 77.541494], [12.944638, 77.543994]]",0.7763,44.26,0.0
EDGE_72488_72489,"[[12.947347, 77.524445], [12.949847, 77.526945], [12.952347, 77.529445]]",0.7763,44.26,0.0
EDGE_27401_72490,"[[12.947623, 77.524315], [12.950123, 77.526815], [12.952623, 77.529315]]",0.7763,44.26,0.0
EDGE_27402_72491,"[[12.96076, 77.52971], [12.96326, 77.53221], [12.96576, 77.53471]]",0.7763,44.26,0.0
EDGE_72492_72493,"[[12.960595, 77.52951], [12.963095, 77.53201], [12.965595, 77.53451]]",0.7763,44.26,0.0
EDGE_27404_72494,"[[12.960542, 77.52972], [12.963042, 77.53222], [12.965542, 77.53472]]",0.7763,44.26,0.0
EDGE_27405_72495,"[[12.959716, 77.529335], [12.962216, 77.531835], [12.964716, 77.534335]]",0.7763,44.26,0.0
EDGE_27406_72496,"[[12.954301, 77.53363], [12.956801, 77.53613], [12.959301, 77.53863]]",0.7763,44.26,0.0
EDGE_27407_72497,"[[12.954234, 77.5339], [12.956734, 77.5364], [12.959234, 77.5389]]",0.7763,44.26,0.0
EDGE_27408_72498,"[[12.960632, 77.53708], [12.963132, 77.53958], [12.965632, 77.54208]]",0.7763,44.26,0.0
EDGE_27409_72499,"[[12.960094, 77.53706], [12.962594, 77.53956], [12.965094, 77.54206]]",0.7763,44.26,0.0
EDGE_27410_72500,"[[12.964973, 77.53816], [12.967473, 77.54066], [12.969973, 77.54316]]",0.7763,44.26,0.0
EDGE_27411_72501,"[[12.964926, 77.538666], [12.967426, 77.541166], [12.969926, 77.543666]]",0.7763,44.26,0.0
EDGE_27412_72502,"[[12.964557, 77.54364], [12.967057, 77.54614], [12.969557, 77.54864]]",0.7763,44.26,0.0
EDGE_27413_72503,"[[12.964354, 77.54367], [12.966854, 77.54617], [12.969354, 77.54867]]",0.7763,44.26,0.0
EDGE_27414_72504,"[[12.964346, 77.54343], [12.966846, 77.54593], [12.969346, 77.54843]]",0.7763,44.26,0.0
EDGE_27415_72505,"[[12.964373, 77.53468], [12.966873, 77.53718], [12.969373, 77.53968]]",0.7763,44.26,0.0
EDGE_27416_72506,"[[12.96382, 77.53452], [12.96632, 77.53702], [12.96882, 77.53952]]",0.7763,44.26,0.0
EDGE_27417_72507,"[[12.964476, 77.53439], [12.966976, 77.53689], [12.969476, 77.53939]]",0.7763,44.26,0.0
EDGE_27418_72508,"[[12.957582, 77.523575], [12.960082, 77.526075], [12.962582, 77.528575]]",0.7763,44.26,0.0
EDGE_27419_72509,"[[12.941995, 77.54836], [12.944495, 77.55086], [12.946995, 77.55336]]",0.7763,44.26,0.0
EDGE_27420_72510,"[[12.960863, 77.54859], [12.963363, 77.55109], [12.965863, 77.55359]]",0.7763,44.26,0.0
EDGE_72511_72512,"[[12.960969, 77.548805], [12.963469, 77.551305], [12.965969, 77.553805]]",0.7763,44.26,0.0
EDGE_27422_72513,"[[12.961483, 77.54875], [12.963983, 77.55125], [12.966483, 77.55375]]",0.7763,44.26,0.0
EDGE_72514_72515,"[[12.961925, 77.54903], [12.964425, 77.55153], [12.966925, 77.55403]]",0.7763,44.26,0.0
EDGE_27424_72516,"[[12.959147, 77.53481], [12.961647, 77.53731], [12.964147, 77.53981]]",0.7763,44.26,0.0
EDGE_27425_72517,"[[12.95886, 77.53621], [12.96136, 77.53871], [12.96386, 77.54121]]",0.7763,44.26,0.0
EDGE_27426_72518,"[[12.958765, 77.535736], [12.961265, 77.538236], [12.963765, 77.540736]]",0.7763,44.26,0.0
EDGE_27427_72519,"[[12.962077, 77.53774], [12.964577, 77.54024], [12.967077, 77.54274]]",0.7763,44.26,0.0
EDGE_27428_72520,"[[12.964423, 77.53949], [12.966923, 77.54199], [12.969423, 77.54449]]",0.7763,44.26,0.0
EDGE_27429_72521,"[[12.9640465, 77.54097], [12.9665465, 77.54347], [12.9690465, 77.54597]]",0.7763,44.26,0.0
EDGE_27430_72522,"[[12.964626, 77.54107], [12.967126, 77.54357], [12.969626, 77.54607]]",0.7763,44.26,0.0
EDGE_27431_72523,"[[12.9641485, 77.53115], [12.9666485, 77.53365], [12.9691485, 77.53615]]",0.7763,44.26,0.0
EDGE_27432_72524,"[[12.94863, 77.54923], [12.95113, 77.55173], [12.95363, 77.55423]]",0.7763,44.26,0.0
EDGE_27433_72525,"[[12.948579, 77.54945], [12.951079, 77.55195], [12.953579, 77.55445]]",0.7763,44.26,0.0
EDGE_72526_72527,"[[12.948045, 77.54924], [12.950545, 77.55174], [12.953045, 77.55424]]",0.7763,44.26,0.0
EDGE_27435_72528,"[[12.945122, 77.54864], [12.947622, 77.55114], [12.950122, 77.55364]]",0.7763,44.26,0.0
EDGE_72529_72530,"[[12.944985, 77.54958], [12.947485, 77.55208], [12.949985, 77.55458]]",0.7763,44.26,0.0
EDGE_27437_72531,"[[12.962236, 77.54939], [12.964736, 77.55189], [12.967236, 77.55439]]",0.7763,44.26,0.0
EDGE_27438_72532,"[[12.962357, 77.54915], [12.964857, 77.55165], [12.967357, 77.55415]]",0.7763,44.26,0.0
EDGE_27439_72533,"[[12.962493, 77.54938], [12.964993, 77.55188], [12.967493, 77.55438]]",0.7763,44.26,0.0
EDGE_27440_72534,"[[12.961086, 77.5465], [12.963586, 77.549], [12.966086, 77.5515]]",0.7763,44.26,0.0
EDGE_27441_72535,"[[12.961354, 77.54657], [12.963854, 77.54907], [12.966354, 77.55157]]",0.7763,44.26,0.0
EDGE_27442_72536,"[[12.961322, 77.54577], [12.963822, 77.54827], [12.966322, 77.55077]]",0.7763,44.26,0.0
EDGE_27443_72537,"[[12.96126, 77.54625], [12.96376, 77.54875], [12.96626, 77.55125]]",0.7763,44.26,0.0
EDGE_27444_72538,"[[12.963527, 77.544235], [12.966027, 77.546735], [12.968527, 77.549235]]",0.7763,44.26,0.0
